annee,code_departement,[president_sortant]tour,[president_sortant]famille_politique,[president_sortant]pourcentage
2007,972,t1,centre,6.0
2007,972,t1,droite,36.83
2007,972,t1,gauche,57.17
2007,972,t2,droite,37.79
2007,972,t2,gauche,62.21
2007,973,t1,centre,11.18
2007,973,t1,droite,50.27
2007,973,t1,gauche,38.55
2007,973,t2,droite,52.36
2007,973,t2,gauche,47.64
2007,974,t1,centre,9.91
2007,974,t1,droite,28.23
2007,974,t1,gauche,61.86
2007,974,t2,droite,33.58
2007,974,t2,gauche,66.42
2007,976,t1,centre,30.01
2007,976,t1,droite,35.31
2007,976,t1,gauche,34.69
2007,976,t2,droite,37.39
2007,976,t2,gauche,62.61
2012,01,t1,centre,6.52
2012,01,t1,droite,59.48
2012,01,t1,gauche,34.0
2012,01,t2,droite,59.92
2012,01,t2,gauche,40.08
2012,02,t1,centre,3.34
2012,02,t1,droite,54.88
2012,02,t1,gauche,41.78
2012,02,t2,droite,45.77
2012,02,t2,gauche,54.23
2012,03,t1,centre,4.57
2012,03,t1,droite,44.88
2012,03,t1,gauche,50.55
2012,03,t2,droite,40.81
2012,03,t2,gauche,59.19
2012,04,t1,centre,5.18
2012,04,t1,droite,50.22
2012,04,t1,gauche,44.6
2012,04,t2,droite,48.86
2012,04,t2,gauche,51.14
2012,05,t1,centre,8.44
2012,05,t1,droite,47.64
2012,05,t1,gauche,43.92
2012,05,t2,droite,47.99
2012,05,t2,gauche,52.01
2012,06,t1,centre,3.08
2012,06,t1,droite,75.06
2012,06,t1,gauche,21.86
2012,06,t2,droite,70.21
2012,06,t2,gauche,29.79
2012,07,t1,centre,6.62
2012,07,t1,droite,50.06
2012,07,t1,gauche,43.32
2012,07,t2,droite,46.16
2012,07,t2,gauche,53.84
2012,08,t1,centre,4.14
2012,08,t1,droite,51.16
2012,08,t1,gauche,44.7
2012,08,t2,droite,43.9
2012,08,t2,gauche,56.1
2012,09,t1,centre,4.15
2012,09,t1,droite,38.15
2012,09,t1,gauche,57.69
2012,09,t2,droite,33.42
2012,09,t2,gauche,66.58
2012,10,t1,centre,5.07
2012,10,t1,droite,61.11
2012,10,t1,gauche,33.82
2012,10,t2,droite,56.4
2012,10,t2,gauche,43.6
2012,11,t1,centre,2.72
2012,11,t1,droite,49.84
2012,11,t1,gauche,47.45
2012,11,t2,droite,43.73
2012,11,t2,gauche,56.27
2012,12,t1,centre,9.38
2012,12,t1,droite,40.05
2012,12,t1,gauche,50.57
2012,12,t2,droite,41.82
2012,12,t2,gauche,58.18
2012,13,t1,centre,2.85
2012,13,t1,droite,60.68
2012,13,t1,gauche,36.48
2012,13,t2,droite,57.27
2012,13,t2,gauche,42.73
2012,14,t1,centre,6.67
2012,14,t1,droite,46.12
2012,14,t1,gauche,47.21
2012,14,t2,droite,43.69
2012,14,t2,gauche,56.31
2012,15,t1,centre,8.5
2012,15,t1,droite,44.79
2012,15,t1,gauche,46.71
2012,15,t2,droite,46.36
2012,15,t2,gauche,53.64
2012,16,t1,centre,5.33
2012,16,t1,droite,43.29
2012,16,t1,gauche,51.38
2012,16,t2,droite,38.33
2012,16,t2,gauche,61.67
2012,17,t1,centre,4.84
2012,17,t1,droite,53.93
2012,17,t1,gauche,41.23
2012,17,t2,droite,47.93
2012,17,t2,gauche,52.07
2012,18,t1,centre,5.3
2012,18,t1,droite,48.91
2012,18,t1,gauche,45.79
2012,18,t2,droite,46.67
2012,18,t2,gauche,53.33
2012,19,t1,centre,3.6
2012,19,t1,droite,34.03
2012,19,t1,gauche,62.37
2012,19,t2,droite,31.15
2012,19,t2,gauche,68.85
2012,21,t1,centre,5.56
2012,21,t1,droite,52.69
2012,21,t1,gauche,41.75
2012,21,t2,droite,51.07
2012,21,t2,gauche,48.93
2012,22,t1,centre,6.81
2012,22,t1,droite,40.67
2012,22,t1,gauche,52.52
2012,22,t2,droite,38.64
2012,22,t2,gauche,61.36
2012,23,t1,centre,5.75
2012,23,t1,droite,39.67
2012,23,t1,gauche,54.58
2012,23,t2,droite,36.83
2012,23,t2,gauche,63.17
2012,24,t1,centre,4.4
2012,24,t1,droite,42.84
2012,24,t1,gauche,52.75
2012,24,t2,droite,37.73
2012,24,t2,gauche,62.27
2012,25,t1,centre,5.41
2012,25,t1,droite,52.39
2012,25,t1,gauche,42.2
2012,25,t2,droite,51.61
2012,25,t2,gauche,48.39
2012,26,t1,centre,5.35
2012,26,t1,droite,54.14
2012,26,t1,gauche,40.51
2012,26,t2,droite,51.31
2012,26,t2,gauche,48.69
2012,27,t1,centre,4.87
2012,27,t1,droite,54.52
2012,27,t1,gauche,40.6
2012,27,t2,droite,50.2
2012,27,t2,gauche,49.8
2012,28,t1,centre,5.99
2012,28,t1,droite,54.84
2012,28,t1,gauche,39.17
2012,28,t2,droite,53.06
2012,28,t2,gauche,46.94
2012,29,t1,centre,7.99
2012,29,t1,droite,40.96
2012,29,t1,gauche,51.05
2012,29,t2,droite,40.93
2012,29,t2,gauche,59.07
2012,2A,t1,centre,3.52
2012,2A,t1,droite,64.32
2012,2A,t1,gauche,32.17
2012,2A,t2,droite,58.86
2012,2A,t2,gauche,41.14
2012,2B,t1,centre,2.75
2012,2B,t1,droite,64.39
2012,2B,t1,gauche,32.85
2012,2B,t2,droite,55.19
2012,2B,t2,gauche,44.81
2012,30,t1,centre,3.44
2012,30,t1,droite,61.9
2012,30,t1,gauche,34.67
2012,30,t2,droite,53.55
2012,30,t2,gauche,46.45
2012,31,t1,centre,5.27
2012,31,t1,droite,42.21
2012,31,t1,gauche,52.51
2012,31,t2,droite,38.51
2012,31,t2,gauche,61.49
2012,32,t1,centre,6.88
2012,32,t1,droite,41.99
2012,32,t1,gauche,51.13
2012,32,t2,droite,41.31
2012,32,t2,gauche,58.69
2012,33,t1,centre,5.36
2012,33,t1,droite,48.03
2012,33,t1,gauche,46.61
2012,33,t2,droite,41.53
2012,33,t2,gauche,58.47
2012,34,t1,centre,3.7
2012,34,t1,droite,54.66
2012,34,t1,gauche,41.64
2012,34,t2,droite,47.82
2012,34,t2,gauche,52.18
2012,35,t1,centre,7.78
2012,35,t1,droite,41.43
2012,35,t1,gauche,50.78
2012,35,t2,droite,40.25
2012,35,t2,gauche,59.75
2012,36,t1,centre,5.86
2012,36,t1,droite,47.76
2012,36,t1,gauche,46.37
2012,36,t2,droite,44.26
2012,36,t2,gauche,55.74
2012,37,t1,centre,6.69
2012,37,t1,droite,48.99
2012,37,t1,gauche,44.32
2012,37,t2,droite,47.29
2012,37,t2,gauche,52.71
2012,38,t1,centre,5.54
2012,38,t1,droite,50.32
2012,38,t1,gauche,44.14
2012,38,t2,droite,46.23
2012,38,t2,gauche,53.77
2012,39,t1,centre,6.8
2012,39,t1,droite,49.5
2012,39,t1,gauche,43.71
2012,39,t2,droite,49.12
2012,39,t2,gauche,50.88
2012,40,t1,centre,7.7
2012,40,t1,droite,42.42
2012,40,t1,gauche,49.88
2012,40,t2,droite,43.86
2012,40,t2,gauche,56.14
2012,41,t1,centre,6.8
2012,41,t1,droite,56.42
2012,41,t1,gauche,36.79
2012,41,t2,droite,54.04
2012,41,t2,gauche,45.96
2012,42,t1,centre,5.77
2012,42,t1,droite,53.68
2012,42,t1,gauche,40.55
2012,42,t2,droite,50.49
2012,42,t2,gauche,49.51
2012,43,t1,centre,9.73
2012,43,t1,droite,48.38
2012,43,t1,gauche,41.89
2012,43,t2,droite,48.27
2012,43,t2,gauche,51.73
2012,44,t1,centre,6.71
2012,44,t1,droite,45.5
2012,44,t1,gauche,47.79
2012,44,t2,droite,42.4
2012,44,t2,gauche,57.6
2012,45,t1,centre,5.14
2012,45,t1,droite,56.6
2012,45,t1,gauche,38.26
2012,45,t2,droite,54.94
2012,45,t2,gauche,45.06
2012,46,t1,centre,6.66
2012,46,t1,droite,37.19
2012,46,t1,gauche,56.15
2012,46,t2,droite,36.17
2012,46,t2,gauche,63.83
2012,47,t1,centre,5.89
2012,47,t1,droite,52.48
2012,47,t1,gauche,41.64
2012,47,t2,droite,48.06
2012,47,t2,gauche,51.94
2012,48,t1,centre,9.12
2012,48,t1,droite,48.93
2012,48,t1,gauche,41.94
2012,48,t2,droite,50.63
2012,48,t2,gauche,49.37
2012,49,t1,centre,9.62
2012,49,t1,droite,51.07
2012,49,t1,gauche,39.31
2012,49,t2,droite,51.63
2012,49,t2,gauche,48.37
2012,50,t1,centre,8.51
2012,50,t1,droite,48.92
2012,50,t1,gauche,42.57
2012,50,t2,droite,48.07
2012,50,t2,gauche,51.93
2012,51,t1,centre,6.31
2012,51,t1,droite,58.42
2012,51,t1,gauche,35.27
2012,51,t2,droite,53.86
2012,51,t2,gauche,46.14
2012,52,t1,centre,5.17
2012,52,t1,droite,59.14
2012,52,t1,gauche,35.69
2012,52,t2,droite,51.45
2012,52,t2,gauche,48.55
2012,53,t1,centre,12.29
2012,53,t1,droite,49.39
2012,53,t1,gauche,38.32
2012,53,t2,droite,51.75
2012,53,t2,gauche,48.25
2012,54,t1,centre,6.16
2012,54,t1,droite,48.95
2012,54,t1,gauche,44.89
2012,54,t2,droite,44.73
2012,54,t2,gauche,55.27
2012,55,t1,centre,6.74
2012,55,t1,droite,55.41
2012,55,t1,gauche,37.86
2012,55,t2,droite,52.74
2012,55,t2,gauche,47.26
2012,56,t1,centre,7.4
2012,56,t1,droite,53.14
2012,56,t1,gauche,39.45
2012,56,t2,droite,49.05
2012,56,t2,gauche,50.95
2012,57,t1,centre,5.53
2012,57,t1,droite,58.3
2012,57,t1,gauche,36.16
2012,57,t2,droite,54.31
2012,57,t2,gauche,45.69
2012,58,t1,centre,4.93
2012,58,t1,droite,43.05
2012,58,t1,gauche,52.02
2012,58,t2,droite,37.03
2012,58,t2,gauche,62.97
2012,59,t1,centre,3.98
2012,59,t1,droite,55.75
2012,59,t1,gauche,40.27
2012,59,t2,droite,49.58
2012,59,t2,gauche,50.42
2012,60,t1,centre,4.59
2012,60,t1,droite,57.03
2012,60,t1,gauche,38.37
2012,60,t2,droite,52.03
2012,60,t2,gauche,47.97
2012,61,t1,centre,8.02
2012,61,t1,droite,54.84
2012,61,t1,gauche,37.13
2012,61,t2,droite,50.6
2012,61,t2,gauche,49.4
2012,62,t1,centre,3.37
2012,62,t1,droite,52.99
2012,62,t1,gauche,43.64
2012,62,t2,droite,40.33
2012,62,t2,gauche,59.67
2012,63,t1,centre,6.25
2012,63,t1,droite,39.15
2012,63,t1,gauche,54.6
2012,63,t2,droite,35.46
2012,63,t2,gauche,64.54
2012,64,t1,centre,12.29
2012,64,t1,droite,40.7
2012,64,t1,gauche,47.01
2012,64,t2,droite,42.21
2012,64,t2,gauche,57.79
2012,65,t1,centre,7.54
2012,65,t1,droite,36.28
2012,65,t1,gauche,56.18
2012,65,t2,droite,37.34
2012,65,t2,gauche,62.66
2012,66,t1,centre,3.21
2012,66,t1,droite,56.19
2012,66,t1,gauche,40.6
2012,66,t2,droite,50.55
2012,66,t2,gauche,49.45
2012,67,t1,centre,7.12
2012,67,t1,droite,65.09
2012,67,t1,gauche,27.78
2012,67,t2,droite,67.34
2012,67,t2,gauche,32.66
2012,68,t1,centre,7.57
2012,68,t1,droite,68.26
2012,68,t1,gauche,24.17
2012,68,t2,droite,67.37
2012,68,t2,gauche,32.63
2012,69,t1,centre,5.07
2012,69,t1,droite,55.48
2012,69,t1,gauche,39.46
2012,69,t2,droite,51.47
2012,69,t2,gauche,48.53
2012,70,t1,centre,4.82
2012,70,t1,droite,54.26
2012,70,t1,gauche,40.92
2012,70,t2,droite,48.07
2012,70,t2,gauche,51.93
2012,71,t1,centre,5.29
2012,71,t1,droite,51.54
2012,71,t1,gauche,43.17
2012,71,t2,droite,48.13
2012,71,t2,gauche,51.87
2012,72,t1,centre,5.43
2012,72,t1,droite,50.59
2012,72,t1,gauche,43.99
2012,72,t2,droite,44.55
2012,72,t2,gauche,55.45
2012,73,t1,centre,6.98
2012,73,t1,droite,55.84
2012,73,t1,gauche,37.18
2012,73,t2,droite,54.27
2012,73,t2,gauche,45.73
2012,74,t1,centre,7.86
2012,74,t1,droite,63.82
2012,74,t1,gauche,28.32
2012,74,t2,droite,64.24
2012,74,t2,gauche,35.76
2012,75,t1,centre,3.44
2012,75,t1,droite,49.09
2012,75,t1,gauche,47.47
2012,75,t2,droite,45.89
2012,75,t2,gauche,54.11
2012,76,t1,centre,4.61
2012,76,t1,droite,50.29
2012,76,t1,gauche,45.09
2012,76,t2,droite,44.07
2012,76,t2,gauche,55.93
2012,77,t1,centre,4.97
2012,77,t1,droite,52.03
2012,77,t1,gauche,43.0
2012,77,t2,droite,49.42
2012,77,t2,gauche,50.58
2012,78,t1,centre,6.83
2012,78,t1,droite,57.37
2012,78,t1,gauche,35.8
2012,78,t2,droite,57.64
2012,78,t2,gauche,42.36
2012,79,t1,centre,7.95
2012,79,t1,droite,39.7
2012,79,t1,gauche,52.35
2012,79,t2,droite,39.83
2012,79,t2,gauche,60.17
2012,80,t1,centre,4.55
2012,80,t1,droite,47.86
2012,80,t1,gauche,47.59
2012,80,t2,droite,40.64
2012,80,t2,gauche,59.36
2012,81,t1,centre,5.63
2012,81,t1,droite,45.52
2012,81,t1,gauche,48.85
2012,81,t2,droite,43.6
2012,81,t2,gauche,56.4
2012,82,t1,centre,5.47
2012,82,t1,droite,52.75
2012,82,t1,gauche,41.78
2012,82,t2,droite,47.46
2012,82,t2,gauche,52.54
2012,83,t1,centre,2.54
2012,83,t1,droite,74.71
2012,83,t1,gauche,22.75
2012,83,t2,droite,69.23
2012,83,t2,gauche,30.77
2012,84,t1,centre,2.93
2012,84,t1,droite,65.31
2012,84,t1,gauche,31.76
2012,84,t2,droite,59.98
2012,84,t2,gauche,40.02
2012,85,t1,centre,9.31
2012,85,t1,droite,54.62
2012,85,t1,gauche,36.08
2012,85,t2,droite,57.05
2012,85,t2,gauche,42.95
2012,86,t1,centre,6.9
2012,86,t1,droite,42.03
2012,86,t1,gauche,51.07
2012,86,t2,droite,40.83
2012,86,t2,gauche,59.17
2012,87,t1,centre,4.91
2012,87,t1,droite,37.0
2012,87,t1,gauche,58.09
2012,87,t2,droite,32.09
2012,87,t2,gauche,67.91
2012,88,t1,centre,6.58
2012,88,t1,droite,56.11
2012,88,t1,gauche,37.31
2012,88,t2,droite,50.33
2012,88,t2,gauche,49.67
2012,89,t1,centre,4.78
2012,89,t1,droite,59.4
2012,89,t1,gauche,35.82
2012,89,t2,droite,52.45
2012,89,t2,gauche,47.55
2012,90,t1,centre,7.84
2012,90,t1,droite,52.38
2012,90,t1,gauche,39.78
2012,90,t2,droite,49.12
2012,90,t2,gauche,50.88
2012,91,t1,centre,5.97
2012,91,t1,droite,48.15
2012,91,t1,gauche,45.89
2012,91,t2,droite,47.52
2012,91,t2,gauche,52.48
2012,92,t1,centre,5.09
2012,92,t1,droite,56.02
2012,92,t1,gauche,38.89
2012,92,t2,droite,54.46
2012,92,t2,gauche,45.54
2012,93,t1,centre,2.91
2012,93,t1,droite,34.55
2012,93,t1,gauche,62.54
2012,93,t2,droite,35.1
2012,93,t2,gauche,64.9
2012,94,t1,centre,5.2
2012,94,t1,droite,46.91
2012,94,t1,gauche,47.89
2012,94,t2,droite,47.02
2012,94,t2,gauche,52.98
2012,95,t1,centre,4.73
2012,95,t1,droite,47.78
2012,95,t1,gauche,47.49
2012,95,t2,droite,47.2
2012,95,t2,gauche,52.8
2012,971,t1,centre,1.94
2012,971,t1,droite,25.87
2012,971,t1,gauche,72.19
2012,971,t2,droite,23.78
2012,971,t2,gauche,76.22
2012,972,t1,centre,2.65
2012,972,t1,droite,28.59
2012,972,t1,gauche,68.76
2012,972,t2,droite,28.42
2012,972,t2,gauche,71.58
2012,973,t1,centre,5.36
2012,973,t1,droite,38.52
2012,973,t1,gauche,56.12
2012,973,t2,droite,34.21
2012,973,t2,gauche,65.79
2012,974,t1,centre,4.14
2012,974,t1,droite,20.34
2012,974,t1,gauche,75.52
2012,974,t2,droite,22.3
2012,974,t2,gauche,77.7
2012,975,t1,centre,7.54
2012,975,t1,droite,37.33
2012,975,t1,gauche,55.13
2012,975,t2,droite,34.69
2012,975,t2,gauche,65.31
2012,976,t1,centre,1.85
2012,976,t1,droite,56.84
2012,976,t1,gauche,41.31
2012,976,t2,droite,49.03
2012,976,t2,gauche,50.97
2012,977,t1,centre,4.42
2012,977,t1,droite,59.09
2012,977,t1,gauche,36.49
2012,977,t2,droite,59.43
2012,977,t2,gauche,40.57
2012,986,t1,centre,6.4
2012,986,t1,droite,41.17
2012,986,t1,gauche,52.43
2012,986,t2,droite,43.94
2012,986,t2,gauche,56.06
2012,987,t1,centre,3.3
2012,987,t1,droite,60.52
2012,987,t1,gauche,36.18
2012,987,t2,droite,54.25
2012,987,t2,gauche,45.75
2012,988,t1,centre,3.2
2012,988,t1,droite,73.3
2012,988,t1,gauche,23.49
2012,988,t2,droite,68.68
2012,988,t2,gauche,31.32
2017,01,t1,centre,25.93
2017,01,t1,droite,55.34
2017,01,t1,gauche,18.73
2017,01,t2,centre,66.33
2017,01,t2,droite,33.67
2017,02,t1,centre,17.74
2017,02,t1,droite,63.75
2017,02,t1,gauche,18.51
2017,02,t2,centre,48.9
2017,02,t2,droite,51.1
2017,03,t1,centre,28.09
2017,03,t1,droite,47.62
2017,03,t1,gauche,24.29
2017,03,t2,centre,68.48
2017,03,t2,droite,31.52
2017,04,t1,centre,21.36
2017,04,t1,droite,51.09
2017,04,t1,gauche,27.55
2017,04,t2,centre,59.81
2017,04,t2,droite,40.19
2017,05,t1,centre,24.38
2017,05,t1,droite,47.24
2017,05,t1,gauche,28.38
2017,05,t2,centre,66.54
2017,05,t2,droite,33.46
2017,06,t1,centre,15.37
2017,06,t1,droite,70.8
2017,06,t1,gauche,13.82
2017,06,t2,centre,56.14
2017,06,t2,droite,43.86
2017,07,t1,centre,25.35
2017,07,t1,droite,48.48
2017,07,t1,gauche,26.16
2017,07,t2,centre,64.43
2017,07,t2,droite,35.57
2017,08,t1,centre,18.51
2017,08,t1,droite,56.95
2017,08,t1,gauche,24.53
2017,08,t2,centre,52.36
2017,08,t2,droite,47.64
2017,09,t1,centre,24.35
2017,09,t1,droite,38.51
2017,09,t1,gauche,37.13
2017,09,t2,centre,65.11
2017,09,t2,droite,34.89
2017,10,t1,centre,21.54
2017,10,t1,droite,60.45
2017,10,t1,gauche,18.01
2017,10,t2,centre,58.94
2017,10,t2,droite,41.06
2017,11,t1,centre,22.0
2017,11,t1,droite,52.96
2017,11,t1,gauche,25.04
2017,11,t2,centre,55.38
2017,11,t2,droite,44.62
2017,12,t1,centre,33.95
2017,12,t1,droite,39.07
2017,12,t1,gauche,26.98
2017,12,t2,centre,80.2
2017,12,t2,droite,19.8
2017,13,t1,centre,15.94
2017,13,t1,droite,58.49
2017,13,t1,gauche,25.58
2017,13,t2,centre,59.67
2017,13,t2,droite,40.33
2017,14,t1,centre,31.42
2017,14,t1,droite,43.35
2017,14,t1,gauche,25.23
2017,14,t2,centre,76.27
2017,14,t2,droite,23.73
2017,15,t1,centre,33.51
2017,15,t1,droite,44.37
2017,15,t1,gauche,22.13
2017,15,t2,centre,74.96
2017,15,t2,droite,25.04
2017,16,t1,centre,33.34
2017,16,t1,droite,40.7
2017,16,t1,gauche,25.96
2017,16,t2,centre,73.75
2017,16,t2,droite,26.25
2017,17,t1,centre,27.9
2017,17,t1,droite,51.16
2017,17,t1,gauche,20.94
2017,17,t2,centre,72.01
2017,17,t2,droite,27.99
2017,18,t1,centre,25.68
2017,18,t1,droite,51.24
2017,18,t1,gauche,23.08
2017,18,t2,centre,65.28
2017,18,t2,droite,34.72
2017,19,t1,centre,35.04
2017,19,t1,droite,39.06
2017,19,t1,gauche,25.9
2017,19,t2,centre,75.46
2017,19,t2,droite,24.54
2017,21,t1,centre,28.43
2017,21,t1,droite,50.56
2017,21,t1,gauche,21.02
2017,21,t2,centre,70.92
2017,21,t2,droite,29.08
2017,22,t1,centre,35.37
2017,22,t1,droite,39.62
2017,22,t1,gauche,25.01
2017,22,t2,centre,82.31
2017,22,t2,droite,17.69
2017,23,t1,centre,27.52
2017,23,t1,droite,41.58
2017,23,t1,gauche,30.9
2017,23,t2,centre,70.68
2017,23,t2,droite,29.32
2017,24,t1,centre,25.13
2017,24,t1,droite,44.34
2017,24,t1,gauche,30.53
2017,24,t2,centre,70.51
2017,24,t2,droite,29.49
2017,25,t1,centre,26.72
2017,25,t1,droite,50.91
2017,25,t1,gauche,22.36
2017,25,t2,centre,70.91
2017,25,t2,droite,29.09
2017,26,t1,centre,24.55
2017,26,t1,droite,50.97
2017,26,t1,gauche,24.48
2017,26,t2,centre,66.44
2017,26,t2,droite,33.56
2017,27,t1,centre,21.42
2017,27,t1,droite,57.23
2017,27,t1,gauche,21.35
2017,27,t2,centre,58.16
2017,27,t2,droite,41.84
2017,28,t1,centre,25.39
2017,28,t1,droite,53.61
2017,28,t1,gauche,21.0
2017,28,t2,centre,66.77
2017,28,t2,droite,33.23
2017,29,t1,centre,38.21
2017,29,t1,droite,37.46
2017,29,t1,gauche,24.33
2017,29,t2,centre,85.91
2017,29,t2,droite,14.09
2017,2A,t1,centre,20.53
2017,2A,t1,droite,65.15
2017,2A,t1,gauche,14.32
2017,2A,t2,centre,52.59
2017,2A,t2,droite,47.41
2017,2B,t1,centre,20.25
2017,2B,t1,droite,66.29
2017,2B,t1,gauche,13.46
2017,2B,t2,centre,50.15
2017,2B,t2,droite,49.85
2017,30,t1,centre,16.57
2017,30,t1,droite,59.9
2017,30,t1,gauche,23.53
2017,30,t2,centre,55.93
2017,30,t2,droite,44.07
2017,31,t1,centre,29.15
2017,31,t1,droite,38.36
2017,31,t1,gauche,32.48
2017,31,t2,centre,78.69
2017,31,t2,droite,21.31
2017,32,t1,centre,30.28
2017,32,t1,droite,41.32
2017,32,t1,gauche,28.4
2017,32,t2,centre,70.81
2017,32,t2,droite,29.19
2017,33,t1,centre,29.91
2017,33,t1,droite,43.75
2017,33,t1,gauche,26.33
2017,33,t2,centre,77.49
2017,33,t2,droite,22.51
2017,34,t1,centre,20.86
2017,34,t1,droite,51.03
2017,34,t1,gauche,28.12
2017,34,t2,centre,62.81
2017,34,t2,droite,37.19
2017,35,t1,centre,36.29
2017,35,t1,droite,35.61
2017,35,t1,gauche,28.1
2017,35,t2,centre,86.21
2017,35,t2,droite,13.79
2017,36,t1,centre,23.44
2017,36,t1,droite,51.15
2017,36,t1,gauche,25.41
2017,36,t2,centre,65.34
2017,36,t2,droite,34.66
2017,37,t1,centre,27.31
2017,37,t1,droite,47.34
2017,37,t1,gauche,25.34
2017,37,t2,centre,74.83
2017,37,t2,droite,25.17
2017,38,t1,centre,28.34
2017,38,t1,droite,46.16
2017,38,t1,gauche,25.51
2017,38,t2,centre,72.44
2017,38,t2,droite,27.56
2017,39,t1,centre,24.77
2017,39,t1,droite,49.42
2017,39,t1,gauche,25.8
2017,39,t2,centre,66.12
2017,39,t2,droite,33.88
2017,40,t1,centre,33.32
2017,40,t1,droite,40.78
2017,40,t1,gauche,25.9
2017,40,t2,centre,74.89
2017,40,t2,droite,25.11
2017,41,t1,centre,22.74
2017,41,t1,droite,57.67
2017,41,t1,gauche,19.59
2017,41,t2,centre,63.13
2017,41,t2,droite,36.87
2017,42,t1,centre,25.61
2017,42,t1,droite,51.77
2017,42,t1,gauche,22.62
2017,42,t2,centre,69.57
2017,42,t2,droite,30.43
2017,43,t1,centre,28.43
2017,43,t1,droite,48.97
2017,43,t1,gauche,22.6
2017,43,t2,centre,65.06
2017,43,t2,droite,34.94
2017,44,t1,centre,31.6
2017,44,t1,droite,41.44
2017,44,t1,gauche,26.97
2017,44,t2,centre,83.13
2017,44,t2,droite,16.87
2017,45,t1,centre,28.36
2017,45,t1,droite,54.36
2017,45,t1,gauche,17.28
2017,45,t2,centre,69.15
2017,45,t2,droite,30.85
2017,46,t1,centre,33.88
2017,46,t1,droite,34.96
2017,46,t1,gauche,31.16
2017,46,t2,centre,76.8
2017,46,t2,droite,23.2
2017,47,t1,centre,25.13
2017,47,t1,droite,50.84
2017,47,t1,gauche,24.04
2017,47,t2,centre,63.03
2017,47,t2,droite,36.97
2017,48,t1,centre,24.81
2017,48,t1,droite,47.06
2017,48,t1,gauche,28.14
2017,48,t2,centre,70.77
2017,48,t2,droite,29.23
2017,49,t1,centre,31.84
2017,49,t1,droite,48.57
2017,49,t1,gauche,19.6
2017,49,t2,centre,79.48
2017,49,t2,droite,20.52
2017,50,t1,centre,30.67
2017,50,t1,droite,47.9
2017,50,t1,gauche,21.43
2017,50,t2,centre,76.05
2017,50,t2,droite,23.95
2017,51,t1,centre,24.64
2017,51,t1,droite,57.74
2017,51,t1,gauche,17.63
2017,51,t2,centre,62.17
2017,51,t2,droite,37.83
2017,52,t1,centre,18.7
2017,52,t1,droite,62.5
2017,52,t1,gauche,18.8
2017,52,t2,centre,51.04
2017,52,t2,droite,48.96
2017,53,t1,centre,33.48
2017,53,t1,droite,48.92
2017,53,t1,gauche,17.6
2017,53,t2,centre,79.64
2017,53,t2,droite,20.36
2017,54,t1,centre,26.04
2017,54,t1,droite,48.58
2017,54,t1,gauche,25.38
2017,54,t2,centre,67.91
2017,54,t2,droite,32.09
2017,55,t1,centre,23.51
2017,55,t1,droite,57.34
2017,55,t1,gauche,19.15
2017,55,t2,centre,53.26
2017,55,t2,droite,46.74
2017,56,t1,centre,32.91
2017,56,t1,droite,47.17
2017,56,t1,gauche,19.92
2017,56,t2,centre,79.52
2017,56,t2,droite,20.48
2017,57,t1,centre,24.31
2017,57,t1,droite,55.39
2017,57,t1,gauche,20.29
2017,57,t2,centre,64.87
2017,57,t2,droite,35.13
2017,58,t1,centre,25.98
2017,58,t1,droite,48.99
2017,58,t1,gauche,25.02
2017,58,t2,centre,63.24
2017,58,t2,droite,36.76
2017,59,t1,centre,19.0
2017,59,t1,droite,57.37
2017,59,t1,gauche,23.64
2017,59,t2,centre,63.99
2017,59,t2,droite,36.01
2017,60,t1,centre,21.15
2017,60,t1,droite,58.79
2017,60,t1,gauche,20.06
2017,60,t2,centre,58.99
2017,60,t2,droite,41.01
2017,61,t1,centre,25.06
2017,61,t1,droite,57.86
2017,61,t1,gauche,17.08
2017,61,t2,centre,66.0
2017,61,t2,droite,34.0
2017,62,t1,centre,16.73
2017,62,t1,droite,63.87
2017,62,t1,gauche,19.39
2017,62,t2,centre,46.99
2017,62,t2,droite,53.01
2017,63,t1,centre,36.63
2017,63,t1,droite,35.39
2017,63,t1,gauche,27.99
2017,63,t2,centre,81.27
2017,63,t2,droite,18.73
2017,64,t1,centre,36.77
2017,64,t1,droite,37.85
2017,64,t1,gauche,25.39
2017,64,t2,centre,84.03
2017,64,t2,droite,15.97
2017,65,t1,centre,30.59
2017,65,t1,droite,37.03
2017,65,t1,gauche,32.38
2017,65,t2,centre,72.14
2017,65,t2,droite,27.86
2017,66,t1,centre,18.26
2017,66,t1,droite,59.68
2017,66,t1,gauche,22.06
2017,66,t2,centre,50.46
2017,66,t2,droite,49.54
2017,67,t1,centre,22.71
2017,67,t1,droite,58.39
2017,67,t1,gauche,18.91
2017,67,t2,centre,67.17
2017,67,t2,droite,32.83
2017,68,t1,centre,20.3
2017,68,t1,droite,65.08
2017,68,t1,gauche,14.62
2017,68,t2,centre,60.1
2017,68,t2,droite,39.9
2017,69,t1,centre,25.35
2017,69,t1,droite,48.72
2017,69,t1,gauche,25.92
2017,69,t2,centre,81.35
2017,69,t2,droite,18.65
2017,70,t1,centre,21.28
2017,70,t1,droite,58.67
2017,70,t1,gauche,20.05
2017,70,t2,centre,54.4
2017,70,t2,droite,45.6
2017,71,t1,centre,25.45
2017,71,t1,droite,54.34
2017,71,t1,gauche,20.21
2017,71,t2,centre,67.46
