annee,code_departement,[president_sortant]tour,[president_sortant]famille_politique,[president_sortant]pourcentage
2017,71,t2,droite,32.54
2017,72,t1,centre,21.53
2017,72,t1,droite,59.07
2017,72,t1,gauche,19.4
2017,72,t2,centre,68.87
2017,72,t2,droite,31.13
2017,73,t1,centre,27.79
2017,73,t1,droite,51.0
2017,73,t1,gauche,21.21
2017,73,t2,centre,69.08
2017,73,t2,droite,30.92
2017,74,t1,centre,27.8
2017,74,t1,droite,56.4
2017,74,t1,gauche,15.8
2017,74,t2,centre,74.37
2017,74,t2,droite,25.63
2017,75,t1,centre,31.69
2017,75,t1,droite,40.47
2017,75,t1,gauche,27.84
2017,75,t2,centre,95.79
2017,75,t2,droite,4.21
2017,76,t1,centre,23.38
2017,76,t1,droite,50.37
2017,76,t1,gauche,26.25
2017,76,t2,centre,68.8
2017,76,t2,droite,31.2
2017,77,t1,centre,27.32
2017,77,t1,droite,46.77
2017,77,t1,gauche,25.92
2017,77,t2,centre,72.56
2017,77,t2,droite,27.44
2017,78,t1,centre,30.27
2017,78,t1,droite,50.39
2017,78,t1,gauche,19.34
2017,78,t2,centre,86.45
2017,78,t2,droite,13.55
2017,79,t1,centre,36.38
2017,79,t1,droite,39.1
2017,79,t1,gauche,24.52
2017,79,t2,centre,80.9
2017,79,t2,droite,19.1
2017,80,t1,centre,25.55
2017,80,t1,droite,49.61
2017,80,t1,gauche,24.84
2017,80,t2,centre,59.5
2017,80,t2,droite,40.5
2017,81,t1,centre,27.55
2017,81,t1,droite,46.84
2017,81,t1,gauche,25.61
2017,81,t2,centre,68.69
2017,81,t2,droite,31.31
2017,82,t1,centre,22.04
2017,82,t1,droite,55.01
2017,82,t1,gauche,22.95
2017,82,t2,centre,58.34
2017,82,t2,droite,41.66
2017,83,t1,centre,13.12
2017,83,t1,droite,72.79
2017,83,t1,gauche,14.08
2017,83,t2,centre,49.42
2017,83,t2,droite,50.58
2017,84,t1,centre,16.28
2017,84,t1,droite,64.07
2017,84,t1,gauche,19.65
2017,84,t2,centre,49.48
2017,84,t2,droite,50.52
2017,85,t1,centre,31.32
2017,85,t1,droite,52.64
2017,85,t1,gauche,16.04
2017,85,t2,centre,78.19
2017,85,t2,droite,21.81
2017,86,t1,centre,30.63
2017,86,t1,droite,42.29
2017,86,t1,gauche,27.09
2017,86,t2,centre,76.15
2017,86,t2,droite,23.85
2017,87,t1,centre,34.56
2017,87,t1,droite,36.08
2017,87,t1,gauche,29.37
2017,87,t2,centre,76.17
2017,87,t2,droite,23.83
2017,88,t1,centre,21.79
2017,88,t1,droite,59.15
2017,88,t1,gauche,19.06
2017,88,t2,centre,60.57
2017,88,t2,droite,39.43
2017,89,t1,centre,22.1
2017,89,t1,droite,58.67
2017,89,t1,gauche,19.22
2017,89,t2,centre,57.59
2017,89,t2,droite,42.41
2017,90,t1,centre,22.01
2017,90,t1,droite,53.53
2017,90,t1,gauche,24.46
2017,90,t2,centre,60.07
2017,90,t2,droite,39.93
2017,91,t1,centre,31.24
2017,91,t1,droite,42.98
2017,91,t1,gauche,25.78
2017,91,t2,centre,80.11
2017,91,t2,droite,19.89
2017,92,t1,centre,29.08
2017,92,t1,droite,48.85
2017,92,t1,gauche,22.07
2017,92,t2,centre,93.4
2017,92,t2,droite,6.6
2017,93,t1,centre,23.94
2017,93,t1,droite,27.31
2017,93,t1,gauche,48.75
2017,93,t2,centre,86.57
2017,93,t2,droite,13.43
2017,94,t1,centre,31.66
2017,94,t1,droite,37.74
2017,94,t1,gauche,30.61
2017,94,t2,centre,89.08
2017,94,t2,droite,10.92
2017,95,t1,centre,27.12
2017,95,t1,droite,41.94
2017,95,t1,gauche,30.94
2017,95,t2,centre,79.72
2017,95,t2,droite,20.28
2017,971,t1,centre,38.07
2017,971,t1,droite,29.04
2017,971,t1,gauche,32.89
2017,971,t2,centre,83.87
2017,971,t2,droite,16.13
2017,972,t1,centre,29.4
2017,972,t1,droite,26.26
2017,972,t1,gauche,44.33
2017,972,t2,centre,86.4
2017,972,t2,droite,13.6
2017,973,t1,centre,20.37
2017,973,t1,droite,41.72
2017,973,t1,gauche,37.9
2017,973,t2,centre,68.59
2017,973,t2,droite,31.41
2017,974,t1,centre,19.58
2017,974,t1,droite,45.29
2017,974,t1,gauche,35.13
2017,974,t2,centre,64.24
2017,974,t2,droite,35.76
2017,975,t1,centre,20.36
2017,975,t1,droite,31.99
2017,975,t1,gauche,47.64
2017,975,t2,centre,63.29
2017,975,t2,droite,36.71
2017,976,t1,centre,24.68
2017,976,t1,droite,64.43
2017,976,t1,gauche,10.89
2017,976,t2,centre,63.85
2017,976,t2,droite,36.15
2017,977,t1,centre,19.35
2017,977,t1,droite,61.47
2017,977,t1,gauche,19.19
2017,977,t2,centre,65.0
2017,977,t2,droite,35.0
2017,986,t1,centre,31.02
2017,986,t1,droite,38.39
2017,986,t1,gauche,30.59
2017,986,t2,centre,79.14
2017,986,t2,droite,20.86
2017,987,t1,centre,16.05
2017,987,t1,droite,76.79
2017,987,t1,gauche,7.17
2017,987,t2,centre,60.3
2017,987,t2,droite,39.7
2017,988,t1,centre,11.38
2017,988,t1,droite,74.7
2017,988,t1,gauche,13.92
2017,988,t2,centre,49.33
2017,988,t2,droite,50.67
2022,01,t1,centre,37.01
2022,01,t1,droite,39.68
2022,01,t1,gauche,23.31
2022,01,t2,centre,59.33
2022,01,t2,droite,40.67
2022,02,t1,centre,23.09
2022,02,t1,droite,58.62
2022,02,t1,gauche,18.29
2022,02,t2,centre,38.02
2022,02,t2,droite,61.98
2022,03,t1,centre,36.14
2022,03,t1,droite,41.75
2022,03,t1,gauche,22.11
2022,03,t2,centre,55.67
2022,03,t2,droite,44.33
2022,04,t1,centre,25.44
2022,04,t1,droite,44.0
2022,04,t1,gauche,30.56
2022,04,t2,centre,47.76
2022,04,t2,droite,52.24
2022,05,t1,centre,30.76
2022,05,t1,droite,37.02
2022,05,t1,gauche,32.22
2022,05,t2,centre,57.52
2022,05,t2,droite,42.48
2022,06,t1,centre,28.86
2022,06,t1,droite,47.36
2022,06,t1,gauche,23.77
2022,06,t2,centre,49.88
2022,06,t2,droite,50.12
2022,07,t1,centre,30.78
2022,07,t1,droite,41.49
2022,07,t1,gauche,27.72
2022,07,t2,centre,53.07
2022,07,t2,droite,46.93
2022,08,t1,centre,27.4
2022,08,t1,droite,49.48
2022,08,t1,gauche,23.12
2022,08,t2,centre,42.06
2022,08,t2,droite,57.94
2022,09,t1,centre,28.49
2022,09,t1,droite,37.32
2022,09,t1,gauche,34.19
2022,09,t2,centre,51.59
2022,09,t2,droite,48.41
2022,10,t1,centre,32.12
2022,10,t1,droite,47.15
2022,10,t1,gauche,20.73
2022,10,t2,centre,50.69
2022,10,t2,droite,49.31
2022,11,t1,centre,25.83
2022,11,t1,droite,50.76
2022,11,t1,gauche,23.41
2022,11,t2,centre,42.09
2022,11,t2,droite,57.91
2022,12,t1,centre,44.87
2022,12,t1,droite,28.48
2022,12,t1,gauche,26.64
2022,12,t2,centre,65.36
2022,12,t2,droite,34.64
2022,13,t1,centre,24.62
2022,13,t1,droite,38.77
2022,13,t1,gauche,36.61
2022,13,t2,centre,52.27
2022,13,t2,droite,47.73
2022,14,t1,centre,42.13
2022,14,t1,droite,29.44
2022,14,t1,gauche,28.43
2022,14,t2,centre,67.73
2022,14,t2,droite,32.27
2022,15,t1,centre,39.82
2022,15,t1,droite,37.81
2022,15,t1,gauche,22.37
2022,15,t2,centre,59.4
2022,15,t2,droite,40.6
2022,16,t1,centre,35.98
2022,16,t1,droite,35.47
2022,16,t1,gauche,28.55
2022,16,t2,centre,59.89
2022,16,t2,droite,40.11
2022,17,t1,centre,38.98
2022,17,t1,droite,37.48
2022,17,t1,gauche,23.54
2022,17,t2,centre,61.76
2022,17,t2,droite,38.24
2022,18,t1,centre,36.02
2022,18,t1,droite,42.22
2022,18,t1,gauche,21.77
2022,18,t2,centre,54.04
2022,18,t2,droite,45.96
2022,19,t1,centre,34.86
2022,19,t1,droite,37.53
2022,19,t1,gauche,27.6
2022,19,t2,centre,57.82
2022,19,t2,droite,42.18
2022,21,t1,centre,37.63
2022,21,t1,droite,33.81
2022,21,t1,gauche,28.57
2022,21,t2,centre,63.67
2022,21,t2,droite,36.33
2022,22,t1,centre,44.88
2022,22,t1,droite,29.35
2022,22,t1,gauche,25.78
2022,22,t2,centre,68.64
2022,22,t2,droite,31.36
2022,23,t1,centre,32.69
2022,23,t1,droite,38.42
2022,23,t1,gauche,28.89
2022,23,t2,centre,53.89
2022,23,t2,droite,46.11
2022,24,t1,centre,31.9
2022,24,t1,droite,42.22
2022,24,t1,gauche,25.88
2022,24,t2,centre,51.55
2022,24,t2,droite,48.45
2022,25,t1,centre,36.3
2022,25,t1,droite,34.21
2022,25,t1,gauche,29.49
2022,25,t2,centre,61.75
2022,25,t2,droite,38.25
2022,26,t1,centre,30.01
2022,26,t1,droite,37.78
2022,26,t1,gauche,32.21
2022,26,t2,centre,59.29
2022,26,t2,droite,40.71
2022,27,t1,centre,31.95
2022,27,t1,droite,44.45
2022,27,t1,gauche,23.6
2022,27,t2,centre,50.42
2022,27,t2,droite,49.58
2022,28,t1,centre,33.68
2022,28,t1,droite,39.54
2022,28,t1,gauche,26.78
2022,28,t2,centre,56.74
2022,28,t2,droite,43.26
2022,29,t1,centre,49.17
2022,29,t1,droite,24.36
2022,29,t1,gauche,26.47
2022,29,t2,centre,75.53
2022,29,t2,droite,24.47
2022,2A,t1,centre,28.05
2022,2A,t1,droite,54.11
2022,2A,t1,gauche,17.84
2022,2A,t2,centre,40.88
2022,2A,t2,droite,59.12
2022,2B,t1,centre,26.19
2022,2B,t1,droite,55.99
2022,2B,t1,gauche,17.83
2022,2B,t2,centre,40.56
2022,2B,t2,droite,59.44
2022,30,t1,centre,25.14
2022,30,t1,droite,46.81
2022,30,t1,gauche,28.06
2022,30,t2,centre,46.39
2022,30,t2,droite,53.61
2022,31,t1,centre,32.63
2022,31,t1,droite,25.55
2022,31,t1,gauche,41.82
2022,31,t2,centre,69.95
2022,31,t2,droite,30.05
2022,32,t1,centre,37.69
2022,32,t1,droite,34.33
2022,32,t1,gauche,27.98
2022,32,t2,centre,57.92
2022,32,t2,droite,42.08
2022,33,t1,centre,37.41
2022,33,t1,droite,31.96
2022,33,t1,gauche,30.63
2022,33,t2,centre,66.28
2022,33,t2,droite,33.72
2022,34,t1,centre,24.39
2022,34,t1,droite,38.57
2022,34,t1,gauche,37.04
2022,34,t2,centre,55.02
2022,34,t2,droite,44.98
2022,35,t1,centre,41.38
2022,35,t1,droite,20.8
2022,35,t1,gauche,37.82
2022,35,t2,centre,80.28
2022,35,t2,droite,19.72
2022,36,t1,centre,35.15
2022,36,t1,droite,41.67
2022,36,t1,gauche,23.17
2022,36,t2,centre,54.48
2022,36,t2,droite,45.52
2022,37,t1,centre,40.43
2022,37,t1,droite,31.17
2022,37,t1,gauche,28.4
2022,37,t2,centre,68.18
2022,37,t2,droite,31.82
2022,38,t1,centre,34.31
2022,38,t1,droite,32.23
2022,38,t1,gauche,33.46
2022,38,t2,centre,62.98
2022,38,t2,droite,37.02
2022,39,t1,centre,33.22
2022,39,t1,droite,38.84
2022,39,t1,gauche,27.94
2022,39,t2,centre,54.8
2022,39,t2,droite,45.2
2022,40,t1,centre,43.49
2022,40,t1,droite,34.67
2022,40,t1,gauche,21.83
2022,40,t2,centre,59.59
2022,40,t2,droite,40.41
2022,41,t1,centre,35.33
2022,41,t1,droite,43.0
2022,41,t1,gauche,21.67
2022,41,t2,centre,54.99
2022,41,t2,droite,45.01
2022,42,t1,centre,34.5
2022,42,t1,droite,37.47
2022,42,t1,gauche,28.04
2022,42,t2,centre,60.14
2022,42,t2,droite,39.86
2022,43,t1,centre,30.95
2022,43,t1,droite,45.65
2022,43,t1,gauche,23.4
2022,43,t2,centre,50.01
2022,43,t2,droite,49.99
2022,44,t1,centre,39.24
2022,44,t1,droite,27.04
2022,44,t1,gauche,33.72
2022,44,t2,centre,73.24
2022,44,t2,droite,26.76
2022,45,t1,centre,36.82
2022,45,t1,droite,36.82
2022,45,t1,gauche,26.36
2022,45,t2,centre,63.42
2022,45,t2,droite,36.58
2022,46,t1,centre,34.57
2022,46,t1,droite,29.53
2022,46,t1,gauche,35.91
2022,46,t2,centre,61.66
2022,46,t2,droite,38.34
2022,47,t1,centre,34.0
2022,47,t1,droite,42.97
2022,47,t1,gauche,23.03
2022,47,t2,centre,49.06
2022,47,t2,droite,50.94
2022,48,t1,centre,35.45
2022,48,t1,droite,36.01
2022,48,t1,gauche,28.54
2022,48,t2,centre,53.57
2022,48,t2,droite,46.43
2022,49,t1,centre,47.03
2022,49,t1,droite,27.75
2022,49,t1,gauche,25.22
2022,49,t2,centre,73.54
2022,49,t2,droite,26.46
2022,50,t1,centre,48.44
2022,50,t1,droite,32.01
2022,50,t1,gauche,19.55
2022,50,t2,centre,66.07
2022,50,t2,droite,33.93
2022,51,t1,centre,37.35
2022,51,t1,droite,42.24
2022,51,t1,gauche,20.4
2022,51,t2,centre,55.26
2022,51,t2,droite,44.74
2022,52,t1,centre,28.22
2022,52,t1,droite,53.28
2022,52,t1,gauche,18.5
2022,52,t2,centre,42.07
2022,52,t2,droite,57.93
2022,53,t1,centre,49.62
2022,53,t1,droite,30.48
2022,53,t1,gauche,19.9
2022,53,t2,centre,69.92
2022,53,t2,droite,30.08
2022,54,t1,centre,35.29
2022,54,t1,droite,36.69
2022,54,t1,gauche,28.03
2022,54,t2,centre,57.73
2022,54,t2,droite,42.27
2022,55,t1,centre,30.31
2022,55,t1,droite,51.84
2022,55,t1,gauche,17.85
2022,55,t2,centre,43.74
2022,55,t2,droite,56.26
2022,56,t1,centre,46.85
2022,56,t1,droite,30.74
2022,56,t1,gauche,22.41
2022,56,t2,centre,69.56
2022,56,t2,droite,30.44
2022,57,t1,centre,34.36
2022,57,t1,droite,40.87
2022,57,t1,gauche,24.77
2022,57,t2,centre,54.51
2022,57,t2,droite,45.49
2022,58,t1,centre,34.15
2022,58,t1,droite,42.39
2022,58,t1,gauche,23.47
2022,58,t2,centre,49.54
2022,58,t2,droite,50.46
2022,59,t1,centre,31.29
2022,59,t1,droite,34.55
2022,59,t1,gauche,34.16
2022,59,t2,centre,58.76
2022,59,t2,droite,41.24
2022,60,t1,centre,27.86
2022,60,t1,droite,44.24
2022,60,t1,gauche,27.91
2022,60,t2,centre,48.54
2022,60,t2,droite,51.46
2022,61,t1,centre,40.91
2022,61,t1,droite,40.36
2022,61,t1,gauche,18.72
2022,61,t2,centre,57.47
2022,61,t2,droite,42.53
2022,62,t1,centre,29.17
2022,62,t1,droite,55.75
2022,62,t1,gauche,15.08
2022,62,t2,centre,41.03
2022,62,t2,droite,58.97
2022,63,t1,centre,39.61
2022,63,t1,droite,30.38
2022,63,t1,gauche,30.01
2022,63,t2,centre,64.59
2022,63,t2,droite,35.41
2022,64,t1,centre,50.09
2022,64,t1,droite,24.53
2022,64,t1,gauche,25.38
2022,64,t2,centre,69.83
2022,64,t2,droite,30.17
2022,65,t1,centre,36.99
2022,65,t1,droite,34.21
2022,65,t1,gauche,28.8
2022,65,t2,centre,55.86
2022,65,t2,droite,44.14
2022,66,t1,centre,24.68
2022,66,t1,droite,54.26
2022,66,t1,gauche,21.07
2022,66,t2,centre,39.11
2022,66,t2,droite,60.89
2022,67,t1,centre,37.52
2022,67,t1,droite,35.65
2022,67,t1,gauche,26.84
2022,67,t2,centre,63.04
2022,67,t2,droite,36.96
2022,68,t1,centre,35.71
2022,68,t1,droite,42.05
2022,68,t1,gauche,22.23
2022,68,t2,centre,53.34
2022,68,t2,droite,46.66
2022,69,t1,centre,35.77
2022,69,t1,droite,24.28
2022,69,t1,gauche,39.95
2022,69,t2,centre,76.57
2022,69,t2,droite,23.43
2022,70,t1,centre,27.43
2022,70,t1,droite,53.2
2022,70,t1,gauche,19.36
2022,70,t2,centre,42.15
2022,70,t2,droite,57.85
2022,71,t1,centre,37.58
2022,71,t1,droite,41.25
2022,71,t1,gauche,21.17
2022,71,t2,centre,55.24
2022,71,t2,droite,44.76
2022,72,t1,centre,37.37
2022,72,t1,droite,40.41
2022,72,t1,gauche,22.22
2022,72,t2,centre,58.64
2022,72,t2,droite,41.36
2022,73,t1,centre,34.95
2022,73,t1,droite,35.11
2022,73,t1,gauche,29.94
2022,73,t2,centre,60.75
2022,73,t2,droite,39.25
2022,74,t1,centre,43.62
2022,74,t1,droite,31.34
2022,74,t1,gauche,25.04
2022,74,t2,centre,66.56
2022,74,t2,droite,33.44
2022,75,t1,centre,40.62
2022,75,t1,droite,13.39
2022,75,t1,gauche,45.99
2022,75,t2,centre,92.56
2022,75,t2,droite,7.44
2022,76,t1,centre,35.12
2022,76,t1,droite,35.24
2022,76,t1,gauche,29.63
2022,76,t2,centre,62.08
2022,76,t2,droite,37.92
2022,77,t1,centre,29.46
2022,77,t1,droite,30.32
2022,77,t1,gauche,40.22
2022,77,t2,centre,63.96
2022,77,t2,droite,36.04
2022,78,t1,centre,42.58
2022,78,t1,droite,24.55
2022,78,t1,gauche,32.87
2022,78,t2,centre,81.12
2022,78,t2,droite,18.88
2022,79,t1,centre,46.77
2022,79,t1,droite,28.05
2022,79,t1,gauche,25.18
2022,79,t2,centre,71.06
2022,79,t2,droite,28.94
2022,80,t1,centre,33.38
2022,80,t1,droite,41.49
2022,80,t1,gauche,25.13
2022,80,t2,centre,52.92
2022,80,t2,droite,47.08
2022,81,t1,centre,34.42
2022,81,t1,droite,37.32
2022,81,t1,gauche,28.26
2022,81,t2,centre,55.31
2022,81,t2,droite,44.69
2022,82,t1,centre,27.36
2022,82,t1,droite,45.87
2022,82,t1,gauche,26.77
2022,82,t2,centre,44.99
2022,82,t2,droite,55.01
2022,83,t1,centre,27.99
2022,83,t1,droite,54.58
2022,83,t1,gauche,17.43
2022,83,t2,centre,40.84
2022,83,t2,droite,59.16
2022,84,t1,centre,24.12
2022,84,t1,droite,48.46
2022,84,t1,gauche,27.42
2022,84,t2,centre,41.16
2022,84,t2,droite,58.84
2022,85,t1,centre,51.59
2022,85,t1,droite,32.26
2022,85,t1,gauche,16.15
2022,85,t2,centre,67.14
2022,85,t2,droite,32.86
2022,86,t1,centre,40.37
2022,86,t1,droite,30.5
2022,86,t1,gauche,29.13
2022,86,t2,centre,64.87
2022,86,t2,droite,35.13
2022,87,t1,centre,39.16
2022,87,t1,droite,33.45
2022,87,t1,gauche,27.4
2022,87,t2,centre,63.47
2022,87,t2,droite,36.53
2022,88,t1,centre,31.39
2022,88,t1,droite,48.62
2022,88,t1,gauche,19.99
2022,88,t2,centre,48.88
2022,88,t2,droite,51.12
2022,89,t1,centre,29.05
2022,89,t1,droite,48.31
2022,89,t1,gauche,22.64
2022,89,t2,centre,48.35
2022,89,t2,droite,51.65
2022,90,t1,centre,30.25
2022,90,t1,droite,41.54
2022,90,t1,gauche,28.21
2022,90,t2,centre,51.49
2022,90,t2,droite,48.51
2022,91,t1,centre,34.1
2022,91,t1,droite,23.82
2022,91,t1,gauche,42.07
2022,91,t2,centre,71.04
2022,91,t2,droite,28.96
2022,92,t1,centre,45.99
2022,92,t1,droite,14.57
2022,92,t1,gauche,39.45
2022,92,t2,centre,90.73
2022,92,t2,droite,9.27
2022,93,t1,centre,17.68
2022,93,t1,droite,11.43
2022,93,t1,gauche,70.89
2022,93,t2,centre,82.8
2022,93,t2,droite,17.2
2022,94,t1,centre,38.43
2022,94,t1,droite,16.19
2022,94,t1,gauche,45.38
2022,94,t2,centre,85.04
2022,94,t2,droite,14.96
2022,95,t1,centre,28.54
2022,95,t1,droite,21.98
2022,95,t1,gauche,49.48
2022,95,t2,centre,71.6
2022,95,t2,droite,28.4
2022,971,t1,centre,10.33
2022,971,t1,droite,15.93
2022,971,t1,gauche,73.74
2022,971,t2,centre,27.59
2022,971,t2,droite,72.41
2022,972,t1,centre,14.37
2022,972,t1,droite,11.88
2022,972,t1,gauche,73.76
2022,972,t2,centre,36.6
2022,972,t2,droite,63.4
2022,973,t1,centre,15.58
2022,973,t1,droite,20.7
2022,973,t1,gauche,63.72
2022,973,t2,centre,37.39
2022,973,t2,droite,62.61
2022,974,t1,centre,19.65
2022,974,t1,droite,29.02
2022,974,t1,gauche,51.32
2022,974,t2,centre,40.35
2022,974,t2,droite,59.65
2022,975,t1,centre,23.95
2022,975,t1,droite,24.54
2022,975,t1,gauche,51.51
2022,975,t2,centre,49.31
2022,975,t2,droite,50.69
2022,976,t1,centre,17.65
2022,976,t1,droite,57.14
2022,976,t1,gauche,25.21
2022,976,t2,centre,42.25
2022,976,t2,droite,57.75
2022,977,t1,centre,25.23
2022,977,t1,droite,39.49
2022,977,t1,gauche,35.29
2022,977,t2,centre,44.98
2022,977,t2,droite,55.02
2022,986,t1,centre,40.92
2022,986,t1,droite,42.83
2022,986,t1,gauche,16.25
2022,986,t2,centre,67.45
2022,986,t2,droite,32.55
2022,987,t1,centre,51.26
2022,987,t1,droite,33.66
2022,987,t1,gauche,15.08
2022,987,t2,centre,54.55
2022,987,t2,droite,45.45
2022,988,t1,centre,56.08
2022,988,t1,droite,32.35
2022,988,t1,gauche,11.57
2022,988,t2,centre,63.61
2022,988,t2,droite,36.39
