Code_departement,annee,[age_moyen]0 à 4 ans,[age_moyen]5 à 9 ans,[age_moyen]10 à 14 ans,[age_moyen]15 à 19 ans,[age_moyen]20 à 24 ans,[age_moyen]25 à 29 ans,[age_moyen]30 à 34 ans,[age_moyen]35 à 39 ans,[age_moyen]40 à 44 ans,[age_moyen]45 à 49 ans,[age_moyen]50 à 54 ans,[age_moyen]55 à 59 ans,[age_moyen]60 à 64 ans,[age_moyen]65 à 69 ans,[age_moyen]70 à 74 ans,[age_moyen]75 à 79 ans,[age_moyen]80 ans et plus,[delinquance]nombre,[delinquance]taux_pour_mille,[taux_chomage]Taux_moyen,[equipement_sportif]nb_equipements,[etablissement_culturel]nombre_etablissements,"[niveau_etude]Aucun diplôme, CEP",[niveau_etude]Brevet des collèges,"[niveau_etude]CAP, BEP ou équivalent",[niveau_etude]Baccalauréat ou équivalent,[niveau_etude]Diplôme de niveau bac+2,[niveau_etude]Diplôme de niveau bac+3 ou bac+4,[niveau_etude]Diplôme de niveau bac+5 ou plus,[categorie_professionnelle] Agriculteurs,"[categorie_professionnelle] Artisans, commerçants et patron",[categorie_professionnelle] Autres,[categorie_professionnelle] Cadres et professions supérieures,[categorie_professionnelle] Employés,[categorie_professionnelle] Employés peu qualifiés,[categorie_professionnelle] Employés qualifiés,[categorie_professionnelle] Ouvriers peu qualifiés,[categorie_professionnelle] Ouvriers qualifiés,[categorie_professionnelle] Professions intermédiaires,[pouvoir_achat]Pouvoir d'achat du RDB,[pouvoir_achat]Revenu disponible brut (RDB),[compte_publique]depenses,[compte_publique]population,[compte_publique]euros_par_habitant,[Spécialistes]EFFECTIF,[Spécialistes]DENSITE /100 000 hab.,[Généralistes et MEP]EFFECTIF,[Généralistes et MEP]DENSITE /100 000 hab.,[Auxiliaires médicaux]EFFECTIF,[Auxiliaires médicaux]DENSITE /100 000 hab.,[Sages-femmes]EFFECTIF,[Sages-femmes]DENSITE /100 000 hab.,[Dentistes et ODF]EFFECTIF,[Dentistes et ODF]DENSITE /100 000 hab.,[Laboratoires]EFFECTIF,[Laboratoires]DENSITE /100 000 hab.
10,2017,17251,20044,19561,18737,16530,17324,17912,18133,19215,20371,20412,19908,19815,20187,13801,10466,20353,12981,2.5341722722222224,11.95,1234.0,206,29.450145481454005,0.0,24.627770351252394,16.843585584070293,0.0,0.0,29.0784985832233,534.1,1664.6,97.6,5210.2,842.8,3502.1,4054.7,2354.1,4054.2000000000003,7081.3,0.45884478250000005,0.6993527175,2715747728.2,171325116.0,15.85142792607244,830,266.3671537428457,449,144.09500244643098,1306,419.1271117929596,24,7.702182758829274,284.0,91.14249597947973,26,8.344031322065046
11,2017,17825,21127,21509,20357,15178,16774,18658,20913,22357,25111,25688,24851,26668,27834,21192,14839,29379,17503,2.771905416666667,12.65,2592.0,338,29.450145481454005,0.0,24.627770351252394,16.843585584070293,0.0,0.0,29.0784985832233,534.1,1664.6,97.6,5210.2,842.8,3502.1,4054.7,2354.1,4054.2000000000003,7081.3,0.45884478250000005,0.6993527175,4960386889.16,247917965.0,20.008178468067047,1246,336.5748451257651,741,200.16208686853284,2866,774.176168644015,39,10.5348466772912,434.0,117.2339348190867,32,8.643976760854319
12,2017,12721,14844,15648,14341,10879,12043,13805,15282,16669,18644,19787,19935,20128,21083,14820,12537,26040,6907,1.4351919666666666,6.925,2609.0,293,29.450145481454005,0.0,24.627770351252394,16.843585584070293,0.0,0.0,29.0784985832233,534.1,1664.6,97.6,5210.2,842.8,3502.1,4054.7,2354.1,4054.2000000000003,7081.3,0.45884478250000005,0.6993527175,3309345417.32,142341391.0,23.249354204498395,688,244.75277208348547,497,176.8054182056574,2042,726.4319194687171,28,9.960868631304642,300.0,106.72359247826402,28,9.960868631304642
13,2017,119901,122124,119152,122587,119476,119164,124338,126749,128309,135903,136507,127518,119742,117395,91513,69345,124439,145987,4.325916861111111,11.3,5423.0,2788,29.450145481454005,0.0,24.627770351252394,16.843585584070293,0.0,0.0,29.0784985832233,534.1,1664.6,97.6,5210.2,842.8,3502.1,4054.7,2354.1,4054.2000000000003,7081.3,0.45884478250000005,0.6993527175,22240106251.59,1261994500.0,17.622981915998842,12340,603.7477743125036,4751,232.44778571788527,19842,970.7911943199915,200,9.785215142828259,3038.0,148.63741801956124,496,24.267333554214083
14,2017,35751,42043,42879,45073,42275,37498,38909,40841,42785,45137,45205,45248,46543,45592,30031,23317,44875,25248,2.0942197555555553,8.700000000000001,3230.0,712,29.450145481454005,0.0,24.627770351252394,16.843585584070293,0.0,0.0,29.0784985832233,534.1,1664.6,97.6,5210.2,842.8,3502.1,4054.7,2354.1,4054.2000000000003,7081.3,0.45884478250000005,0.6993527175,6140760600.5,425752607.0,14.423307102615112,2562,368.20927818592384,1345,193.30268507418717,2964,425.984504505495,56,8.048290233572105,550.0,79.04570765115461,56,8.048290233572105
15,2017,5918,6945,7830,7051,5338,5989,7024,7619,8805,9753,10686,11047,11419,11442,8052,6640,13585,3315,1.294653638888889,5.65,1622.0,111,29.450145481454005,0.0,24.627770351252394,16.843585584070293,0.0,0.0,29.0784985832233,534.1,1664.6,97.6,5210.2,842.8,3502.1,4054.7,2354.1,4054.2000000000003,7081.3,0.45884478250000005,0.6993527175,1778828441.92,75133200.0,23.675664578641666,427,296.11652307185136,282,195.5617318647824,840,582.5243076823305,6,4.160887912016646,140.0,97.08738461372175,12,8.321775824033292
16,2017,16566,19208,19493,19061,15744,17085,18281,19219,21428,23795,24989,25146,26212,25277,17878,14068,28885,13332,2.228275522222222,8.925,1571.0,360,29.450145481454005,0.0,24.627770351252394,16.843585584070293,0.0,0.0,29.0784985832233,534.1,1664.6,97.6,5210.2,842.8,3502.1,4054.7,2354.1,4054.2000000000003,7081.3,0.45884478250000005,0.6993527175,3884973523.62,232176171.0,16.73286929871886,1070,303.9772914283601,599,170.17046501456792,1330,377.84093233618586,23,6.534091311076899,312.0,88.63636908939097,28,7.954545943919703
17,2017,28808,33858,36018,35359,27703,28033,32109,34984,38914,42801,42513,43643,48590,52390,37823,27671,53086,28005,2.525216055555555,9.475,3802.0,721,29.450145481454005,0.0,24.627770351252394,16.843585584070293,0.0,0.0,29.0784985832233,534.1,1664.6,97.6,5210.2,842.8,3502.1,4054.7,2354.1,4054.2000000000003,7081.3,0.45884478250000005,0.6993527175,6514192950.21,462512430.0,14.084362987195826,2254,347.73220281843356,1449,223.5421303832787,3754,579.1422756789706,46,7.096575567723134,716.0,110.45974144542964,58,8.94785615060743
18,2017,14780,16970,16906,16282,12989,14675,15802,16044,17943,20782,21572,21592,21869,22969,16034,12543,24504,11693,2.2636286555555554,9.725000000000001,1888.0,211,29.450145481454005,0.0,24.627770351252394,16.843585584070293,0.0,0.0,29.0784985832233,534.1,1664.6,97.6,5210.2,842.8,3502.1,4054.7,2354.1,4054.2000000000003,7081.3,0.45884478250000005,0.6993527175,3165760694.06,151011660.0,20.96368382454706,815,267.3884678936638,461,151.2467284650049,1144,375.32810708018576,13,4.265092125911202,266.0,87.27034657633689,22,7.217848213080495
19,2017,10478,12451,13218,12400,10649,10967,11755,12983,14740,15939,16531,17151,18128,18344,13049,10349,22332,7261,1.736732788888889,7.449999999999999,2173.0,246,29.450145481454005,0.0,24.627770351252394,16.843585584070293,0.0,0.0,29.0784985832233,534.1,1664.6,97.6,5210.2,842.8,3502.1,4054.7,2354.1,4054.2000000000003,7081.3,0.45884478250000005,0.6993527175,2396435365.13,133830624.0,17.906479798898644,770,318.3133722081137,502,207.52378292009493,1590,657.2964439102609,19,7.854485807732677,250.0,103.3484974701668,30,12.401819696420016
21,2017,27732,30096,30929,35167,35868,31676,31366,31358,33088,35373,34913,34932,33437,33245,23117,17394,34128,19572,2.170824061111111,7.800000000000001,2815.0,555,29.450145481454005,0.0,24.627770351252394,16.843585584070293,0.0,0.0,29.0784985832233,534.1,1664.6,97.6,5210.2,842.8,3502.1,4054.7,2354.1,4054.2000000000003,7081.3,0.45884478250000005,0.6993527175,4776701503.81,302475555.0,15.792024925154696,2105,392.138623230702,1086,202.30999754325055,2538,472.80181746295574,40,7.451565287044219,500.0,93.14456608805274,72,13.412817516679596
22,2017,29288,35118,37500,33605,23929,26048,29205,32451,36780,39638,39910,41339,43024,45975,31462,24688,48854,17654,1.7154945111111113,8.325,3759.0,545,29.450145481454005,0.0,24.627770351252394,16.843585584070293,0.0,0.0,29.0784985832233,534.1,1664.6,97.6,5210.2,842.8,3502.1,4054.7,2354.1,4054.2000000000003,7081.3,0.45884478250000005,0.6993527175,5354364315.58,366125909.0,14.624379711898511,1607,268.41491546096273,1021,170.53617217526008,3354,560.2138310243117,39,6.514114314236183,648.0,108.23451475961657,40,6.681142886396085
23,2017,4567,5516,6040,5708,4102,4922,5144,5656,6701,7864,8507,9304,9748,10252,6758,5455,12394,2728,1.3102258666666666,8.525,891.0,89,29.450145481454005,0.0,24.627770351252394,16.843585584070293,0.0,0.0,29.0784985832233,534.1,1664.6,97.6,5210.2,842.8,3502.1,4054.7,2354.1,4054.2000000000003,7081.3,0.45884478250000005,0.6993527175,1635214043.24,68346556.0,23.925331998294105,250,210.61500874501556,219,184.49874766063363,790,665.5434276342492,6,5.0547602098803734,74.0,62.342042588524606,6,5.0547602098803734
24,2017,16915,20644,22112,20699,15385,17188,18887,21275,24098,27626,29588,30758,32494,34410,24569,18806,38152,11614,1.6484384222222221,9.65,2297.0,399,29.450145481454005,0.0,24.627770351252394,16.843585584070293,0.0,0.0,29.0784985832233,534.1,1664.6,97.6,5210.2,842.8,3502.1,4054.7,2354.1,4054.2000000000003,7081.3,0.45884478250000005,0.6993527175,4157038970.06,231042889.0,17.992499089898413,1132,274.3577483378939,699,169.4134859436288,2314,560.8337717790516,21,5.089675543370823,396.0,95.97673881784979,42,10.179351086741645
25,2017,31919,34593,33701,34609,32714,32399,33746,34004,33783,35502,34536,33351,31486,31578,22433,17429,31284,20509,2.2781154333333333,8.25,2962.0,573,29.450145481454005,0.0,24.627770351252394,16.843585584070293,0.0,0.0,29.0784985832233,534.1,1664.6,97.6,5210.2,842.8,3502.1,4054.7,2354.1,4054.2000000000003,7081.3,0.45884478250000005,0.6993527175,4501919833.14,304231870.0,14.797660196283841,2043,377.7038501919182,1137,210.20522646510574,2394,442.59570110594825,58,10.722869951606098,546.0,100.94287919960223,50,9.243853406556982
26,2017,29345,32696,33449,29473,23087,26375,29544,31050,31889,35021,34921,33403,32744,32638,24806,18547,32565,25655,3.0369673833333333,10.125,3132.0,666,29.450145481454005,0.0,24.627770351252394,16.843585584070293,0.0,0.0,29.0784985832233,534.1,1664.6,97.6,5210.2,842.8,3502.1,4054.7,2354.1,4054.2000000000003,7081.3,0.45884478250000005,0.6993527175,5050324822.53,273503328.0,18.465313966965695,1604,310.7322934289461,939,181.90624908340422,3706,717.9388275858319,59,11.429679122386421,602.0,116.62147172333265,52,10.073615497696506
27,2017,36173,41763,41479,36793,26972,31147,36011,38310,40721,42254,40960,39830,38344,37096,24054,17868,32068,21234,2.132637072222222,9.5,3321.0,374,29.450145481454005,0.0,24.627770351252394,16.843585584070293,0.0,0.0,29.0784985832233,534.1,1664.6,97.6,5210.2,842.8,3502.1,4054.7,2354.1,4054.2000000000003,7081.3,0.45884478250000005,0.6993527175,4495195009.09,355475852.0,12.645570673222553,1019,166.99443833009494,825,135.20158157245174,1908,312.6843850184702,28,4.588659738216544,388.0,63.58571351528639,44,7.210751017197426
28,2017,26205,29026,29524,24954,19091,22620,25491,27007,28563,29640,29513,28503,27619,26743,17818,13771,27145,14715,2.0346815611111113,8.85,2396.0,306,29.450145481454005,0.0,24.627770351252394,16.843585584070293,0.0,0.0,29.0784985832233,534.1,1664.6,97.6,5210.2,842.8,3502.1,4054.7,2354.1,4054.2000000000003,7081.3,0.45884478250000005,0.6993527175,3804279459.96,257257974.0,14.787799969069178,981,226.03688026553658,572,131.7972431313832,1294,298.1567003706466,28,6.451613300137639,320.0,73.73272343014445,40,9.216590428768056
29,2017,45226,52425,54889,55458,46224,44975,49047,52820,57245,61488,61978,62701,62816,61856,41282,34045,64553,31959,2.034582116666667,8.200000000000001,5343.0,815,29.450145481454005,0.0,24.627770351252394,16.843585584070293,0.0,0.0,29.0784985832233,534.1,1664.6,97.6,5210.2,842.8,3502.1,4054.7,2354.1,4054.2000000000003,7081.3,0.45884478250000005,0.6993527175,7609772890.54,583685232.0,13.03746004411501,3167,347.83088356266495,1849,203.07524588170747,6700,735.8594631733044,80,8.786381649830501,1058.0,116.19989731900839,84,9.225700732322027
2A,2017,7459,8309,7917,7486,6641,8563,9423,10215,10694,11527,11556,10548,10366,10409,8462,6978,10696,6087,2.2350225999999997,9.1,520.0,189,29.450145481454005,0.0,24.627770351252394,16.843585584070293,0.0,0.0,29.0784985832233,534.1,1664.6,97.6,5210.2,842.8,3502.1,4054.7,2354.1,4054.2000000000003,7081.3,0.45884478250000005,0.6993527175,2492445429.53,75046700.0,33.21192576795515,643,402.1263536949454,305,190.74422686929762,1618,1011.8824887689295,11,6.879299985450078,246.0,153.84616331097448,16,10.006254524291021
2B,2017,8524,9543,9202,9420,9276,9998,10965,11083,11563,12565,12182,11769,11612,11813,9234,7325,11615,6189,1.983342122222222,9.75,701.0,222,29.450145481454005,0.0,24.627770351252394,16.843585584070293,0.0,0.0,29.0784985832233,534.1,1664.6,97.6,5210.2,842.8,3502.1,4054.7,2354.1,4054.2000000000003,7081.3,0.45884478250000005,0.6993527175,2269669430.08,85117015.0,26.66528460942856,683,383.9235761771057,346,194.4912992053859,1978,1111.8606642435068,6,3.372681489110738,202.0,113.54694346672818,32,17.987634608590604
30,2017,39588,44700,45427,43785,35553,36856,40841,43428,45612,50908,52064,50869,50024,50780,37972,26795,48976,35490,2.8618491444444443,12.55,3543.0,808,29.450145481454005,0.0,24.627770351252394,16.843585584070293,0.0,0.0,29.0784985832233,534.1,1664.6,97.6,5210.2,842.8,3502.1,4054.7,2354.1,4054.2000000000003,7081.3,0.45884478250000005,0.6993527175,7919807036.0,454438728.0,17.427667467637132,2806,375.0334365983511,1479,197.67443076584507,6246,834.8035798265506,91,12.16252413772272,950.0,126.97140583336905,94,12.56348647193336
31,2017,79765,82246,78426,91665,102260,95875,94882,95057,90300,91450,90179,79799,69832,66875,49102,35892,69067,80680,3.7076394,9.2,6011.0,2010,29.450145481454005,0.0,24.627770351252394,16.843585584070293,0.0,0.0,29.0784985832233,534.1,1664.6,97.6,5210.2,842.8,3502.1,4054.7,2354.1,4054.2000000000003,7081.3,0.45884478250000005,0.6993527175,13933246884.14,895489614.0,15.559361790811343,7490,539.4699265913852,3135,225.79949530894424,10248,738.1158621773718,155,11.163930390075393,2296.0,165.37022048782646,216,15.557477188750225
32,2017,8445,10045,10710,9579,6765,7774,8961,10009,11462,13217,14106,14120,14442,14645,10547,8400,17864,5496,1.7724369999999998,7.225,1739.0,172,29.450145481454005,0.0,24.627770351252394,16.843585584070293,0.0,0.0,29.0784985832233,534.1,1664.6,97.6,5210.2,842.8,3502.1,4054.7,2354.1,4054.2000000000003,7081.3,0.45884478250000005,0.6993527175,2399015071.89,133047936.0,18.03120848030292,447,233.6644158390153,410,214.32306598209456,1266,661.7878086178822,11,5.7501310385440005,232.0,121.27549099474618,24,12.545740447732364
33,2017,85583,94264,92336,101276,103217,97010,98614,104172,108564,109159,103293,96982,92784,93139,64388,46522,92081,77533,2.9512679111111115,9.375,5478.0,2218,29.450145481454005,0.0,24.627770351252394,16.843585584070293,0.0,0.0,29.0784985832233,534.1,1664.6,97.6,5210.2,842.8,3502.1,4054.7,2354.1,4054.2000000000003,7081.3,0.45884478250000005,0.6993527175,13936194532.78,969801049.0,14.370158237248928,8475,526.1361138188047,3763,233.61064263128756,12634,784.3308155736611,142,8.815495948350474,2268.0,140.7996113440766,210,13.037001050377462
34,2017,62161,66099,65072,73407,73930,67944,68027,70196,70910,75124,73104,69704,69272,72684,56362,38720,72176,71658,3.694285077777778,12.975,4868.0,1796,29.450145481454005,0.0,24.627770351252394,16.843585584070293,0.0,0.0,29.0784985832233,534.1,1664.6,97.6,5210.2,842.8,3502.1,4054.7,2354.1,4054.2000000000003,7081.3,0.45884478250000005,0.6993527175,12066372395.9,765459107.0,15.76357546151711,6346,547.068999173654,2723,234.74139375194764,11228,967.9310940311672,136,11.72413865231909,1728.0,148.96552640593666,176,15.172414726530587
35,2017,62712,69596,69649,72881,69501,63975,66024,69542,71199,71739,68587,62494,57355,57215,37630,31272,58828,36472,2.013601105555556,7.2,3522.0,1322,29.450145481454005,0.0,24.627770351252394,16.843585584070293,0.0,0.0,29.0784985832233,534.1,1664.6,97.6,5210.2,842.8,3502.1,4054.7,2354.1,4054.2000000000003,7081.3,0.45884478250000005,0.6993527175,8232268013.14,686913048.0,11.984439714908428,3854,358.8788748582941,2057,191.54484836105632,5642,525.3748344448613,109,10.149921473677754,1230.0,114.53581112498749,104,9.684328745527397
36,2017,9807,11490,12315,11755,8800,9623,10422,11003,13410,14990,15620,15933,16827,17233,12532,10005,20467,6537,1.7087493277777779,9.1,2309.0,181,29.450145481454005,0.0,24.627770351252394,16.843585584070293,0.0,0.0,29.0784985832233,534.1,1664.6,97.6,5210.2,842.8,3502.1,4054.7,2354.1,4054.2000000000003,7081.3,0.45884478250000005,0.6993527175,2127974512.55,131300328.0,16.20692457485712,456,208.69566501314796,314,143.70710266256242,916,419.22199375448145,8,3.661327456371017,152.0,69.56522167104931,20,9.153318640927543
37,2017,32846,35973,36524,39478,34757,33699,35054,35424,38350,40648,39729,38562,38209,37686,26746,20841,41985,23028,2.2290413000000004,8.5,3143.0,729,29.450145481454005,0.0,24.627770351252394,16.843585584070293,0.0,0.0,29.0784985832233,534.1,1664.6,97.6,5210.2,842.8,3502.1,4054.7,2354.1,4054.2000000000003,7081.3,0.45884478250000005,0.6993527175,4912800387.22,356546304.0,13.778856580771063,2565,419.734930093638,1239,202.7491533668684,2910,476.1905054863495,59,9.654721588898495,572.0,93.60170760762608,70,11.454754427506689
38,2017,75819,83492,83067,81619,74635,72024,76903,80742,83800,87752,84876,77586,71845,68385,50947,38232,66998,59434,2.9423860944444447,7.825,5365.0,1400,29.450145481454005,0.0,24.627770351252394,16.843585584070293,0.0,0.0,29.0784985832233,534.1,1664.6,97.6,5210.2,842.8,3502.1,4054.7,2354.1,4054.2000000000003,7081.3,0.45884478250000005,0.6993527175,11493382462.82,760618924.0,15.110566014289699,4753,373.42868419318836,2536,199.24576964315708,8018,629.9497559143665,163,12.806411850092509,1338.0,105.12257089217042,138,10.842238253452553
39,2017,13457,15419,16539,14877,10909,12665,13890,15032,16178,18172,18437,17930,17488,17394,12893,9733,19175,7806,1.7512420444444445,6.85,1623.0,235,29.450145481454005,0.0,24.627770351252394,16.843585584070293,0.0,0.0,29.0784985832233,534.1,1664.6,97.6,5210.2,842.8,3502.1,4054.7,2354.1,4054.2000000000003,7081.3,0.45884478250000005,0.6993527175,2381717064.31,150308430.0,15.845532178800617,621,239.39862691008034,465,179.25984140609881,1048,404.0092769754657,19,7.324595670356725,208.0,80.18504733864204,20,7.710100705638658
40,2017,19351,22937,23749,21110,15357,18480,21420,24413,26864,28780,29037,28109,28888,30791,21260,16305,30593,15688,2.236208827777778,9.024999999999999,2130.0,404,29.450145481454005,0.0,24.627770351252394,16.843585584070293,0.0,0.0,29.0784985832233,534.1,1664.6,97.6,5210.2,842.8,3502.1,4054.7,2354.1,4054.2000000000003,7081.3,0.45884478250000005,0.6993527175,4090766691.34,273299400.0,14.968077834565316,1317,319.81546406595356,888,215.63867280984567,2940,713.9388491677323,39,9.4706173869189,470.0,114.13308132953546,54,13.11316253573386
41,2017,16926,19718,20701,18207,13921,15573,17059,18253,20832,22789,22645,22897,22773,23303,16248,13075,26995,12067,2.1705417833333334,8.0,2229.0,250,29.450145481454005,0.0,24.627770351252394,16.843585584070293,0.0,0.0,29.0784985832233,534.1,1664.6,97.6,5210.2,842.8,3502.1,4054.7,2354.1,4054.2000000000003,7081.3,0.45884478250000005,0.6993527175,3157104094.83,183072372.0,17.245114925533382,976,293.44559832977205,560,168.3704252711807,1256,377.6308109653624,25,7.516536842463424,250.0,75.16536842463424,32,9.621167158353183
42,2017,44624,48115,47457,47261,41732,39979,43242,44024,47110,49878,49371,47458,46768,48434,35466,27931,54091,33210,2.6398301111111113,9.2,3273.0,754,29.450145481454005,0.0,24.627770351252394,16.843585584070293,0.0,0.0,29.0784985832233,534.1,1664.6,97.6,5210.2,842.8,3502.1,4054.7,2354.1,4054.2000000000003,7081.3,0.45884478250000005,0.6993527175,6623984206.29,455266056.0,14.549699278019531,2524,331.01641380719303,1500,196.72132357796735,4672,612.7213491708422,64,8.393443139326607,662.0,86.81967747240958,60,7.868852943118693
43,2017,11143,13066,14445,12688,9255,10502,11441,12940,14594,15941,16043,16034,16038,16193,11158,8802,17000,6033,1.5532986166666667,7.4,1697.0,199,29.450145481454005,0.0,24.627770351252394,16.843585584070293,0.0,0.0,29.0784985832233,534.1,1664.6,97.6,5210.2,842.8,3502.1,4054.7,2354.1,4054.2000000000003,7081.3,0.45884478250000005,0.6993527175,2241953653.9,144426126.0,15.52318625440386,477,209.76254588640117,411,180.7387973989746,1396,613.8962558855683,20,8.795075299220175,210.0,92.34829064181184,14,6.156552709454123
44,2017,84378,92769,91351,88602,82728,84129,89529,93141,93700,94338,89820,83800,79481,79261,52119,40310,75453,73439,3.1672602333333333,7.55,6156.0,1921,29.450145481454005,0.0,24.627770351252394,16.843585584070293,0.0,0.0,29.0784985832233,534.1,1664.6,97.6,5210.2,842.8,3502.1,4054.7,2354.1,4054.2000000000003,7081.3,0.45884478250000005,0.6993527175,10610966668.79,905711730.0,11.715611399655828,5311,375.78718791055013,2830,200.24058403066408,6826,482.9831189375664,137,9.693625446007413,1706.0,120.71040153933318,138,9.764381836124254
45,2017,41021,45327,44677,42111,35411,38695,40629,41716,43311,45433,44331,42864,40955,40855,28061,21450,41258,28665,2.5967982944444445,9.05,2997.0,580,29.450145481454005,0.0,24.627770351252394,16.843585584070293,0.0,0.0,29.0784985832233,534.1,1664.6,97.6,5210.2,842.8,3502.1,4054.7,2354.1,4054.2000000000003,7081.3,0.45884478250000005,0.6993527175,5449824813.78,438318426.0,12.433483263557804,1936,284.07925445418965,960,140.86574601034198,2506,367.7182911478302,39,5.722670931670143,540.0,79.23698213081737,68,9.977990342399224
46,2017,6935,8501,9218,8332,6211,7111,7878,8537,10063,11436,12334,13109,14094,14485,10485,8370,16729,4581,1.5562923055555555,8.775,1775.0,192,29.450145481454005,0.0,24.627770351252394,16.843585584070293,0.0,0.0,29.0784985832233,534.1,1664.6,97.6,5210.2,842.8,3502.1,4054.7,2354.1,4054.2000000000003,7081.3,0.45884478250000005,0.6993527175,1983444171.98,108189616.0,18.33303643466116,399,232.65307553761644,343,200.00001230426676,1266,738.1924652396552,12,6.9970849785749305,192.0,111.95335965719889,14,8.16326580833742
47,2017,16291,18625,19259,17651,13932,15764,17093,18272,19748,21362,23265,22882,23684,24236,18214,14215,28349,12075,2.2765672277777775,9.25,2247.0,344,29.450145481454005,0.0,24.627770351252394,16.843585584070293,0.0,0.0,29.0784985832233,534.1,1664.6,97.6,5210.2,842.8,3502.1,4054.7,2354.1,4054.2000000000003,7081.3,0.45884478250000005,0.6993527175,3510475738.04,200770830.0,17.48498892015339,991,297.4189858846465,534,160.2641155019185,1904,571.4286065836195,25,7.503001662074835,300.0,90.03601994489803,32,9.60384212745579
48,2017,3446,4131,4301,4195,3534,3484,3889,4228,4656,5381,5379,5562,5533,5589,3920,3117,6256,1854,1.3709295388888887,5.95,1158.0,86,29.450145481454005,0.0,24.627770351252394,16.843585584070293,0.0,0.0,29.0784985832233,534.1,1664.6,97.6,5210.2,842.8,3502.1,4054.7,2354.1,4054.2000000000003,7081.3,0.45884478250000005,0.6993527175,1150515661.1299999,43669689.0,26.345863400355334,162,214.56954962444522,128,169.53643427116657,428,566.8874520942132,11,14.569537320178378,68.0,90.06623070655725,8,10.59602714194791
49,2017,44932,54152,55156,56785,47128,43522,46988,49391,51887,52351,52040,50774,48904,47148,32378,25837,54120,27296,2.0071013833333335,8.5,4575.0,799,29.450145481454005,0.0,24.627770351252394,16.843585584070293,0.0,0.0,29.0784985832233,534.1,1664.6,97.6,5210.2,842.8,3502.1,4054.7,2354.1,4054.2000000000003,7081.3,0.45884478250000005,0.6993527175,6093876944.05,507443472.0,12.008976921177142,2837,345.6805378988698,1621,197.51432919776803,3434,418.42332292728895,84,10.235165732641896,764.0,93.09126928260011,82,9.991471310436136
50,2017,24597,28177,30151,27814,21652,24414,25842,27367,29297,32618,35197,35318,34882,35338,23985,19974,40260,12546,1.4449020055555555,7.225,2232.0,338,29.450145481454005,0.0,24.627770351252394,16.843585584070293,0.0,0.0,29.0784985832233,534.1,1664.6,97.6,5210.2,842.8,3502.1,4054.7,2354.1,4054.2000000000003,7081.3,0.45884478250000005,0.6993527175,4594750473.6,356605536.0,12.884686326350243,1177,236.82094012285916,808,162.57546271815653,2266,455.93564173185973,31,6.2374249310183805,336.0,67.60563796200567,30,6.036217675179079
51,2017,32770,35092,34294,37711,36790,34647,34876,34624,35751,37478,37130,36457,34804,34350,22790,17293,32038,25840,2.697507683333333,8.825,3093.0,462,29.450145481454005,0.0,24.627770351252394,16.843585584070293,0.0,0.0,29.0784985832233,534.1,1664.6,97.6,5210.2,842.8,3502.1,4054.7,2354.1,4054.2000000000003,7081.3,0.45884478250000005,0.6993527175,4236417143.7400002,348825309.0,12.14481012253615,2070,361.0675261380013,1093,190.65063095112825,2308,402.58157020604204,42,7.3260077767130705,614.0,107.09925654528155,48,8.37258031624351
52,2017,8711,9663,10065,9209,8110,9216,9361,9407,10279,11614,12645,12710,12920,12707,8569,7180,13274,6875,2.2717366222222224,8.55,1227.0,117,29.450145481454005,0.0,24.627770351252394,16.843585584070293,0.0,0.0,29.0784985832233,534.1,1664.6,97.6,5210.2,842.8,3502.1,4054.7,2354.1,4054.2000000000003,7081.3,0.45884478250000005,0.6993527175,1805593461.3,92042114.0,19.6170359722507,441,251.8560977332429,311,177.61280361686744,686,391.7761520294889,11,6.28212488677023,134.0,76.52770316611007,14,7.995431674071202
53,2017,17487,20201,21341,18915,14199,14891,16400,18132,19484,20490,20506,20224,19482,19301,12684,10668,23040,8892,1.69108865,6.15,2495.0,182,29.450145481454005,0.0,24.627770351252394,16.843585584070293,0.0,0.0,29.0784985832233,534.1,1664.6,97.6,5210.2,842.8,3502.1,4054.7,2354.1,4054.2000000000003,7081.3,0.45884478250000005,0.6993527175,3065362456.43,181733552.0,16.867344652076135,638,208.29253648403886,422,137.77343322298495,1028,335.6186951498306,17,5.550114608508872,218.0,71.17205792087849,16,5.223637278596586
54,2017,39903,43183,42904,49276,50772,45411,45644,45357,45349,47544,47691,47161,45517,42988,28197,23361,43223,30806,2.478502872222222,9.25,3391.0,631,29.450145481454005,0.0,24.627770351252394,16.843585584070293,0.0,0.0,29.0784985832233,534.1,1664.6,97.6,5210.2,842.8,3502.1,4054.7,2354.1,4054.2000000000003,7081.3,0.45884478250000005,0.6993527175,6919157797.34,394250736.0,17.55014554326666,2984,407.03862823348254,1535,209.38481713753205,3504,477.97029267095263,74,10.094121477639982,920.0,125.4944832355241,100,13.640704699513488
