Code_departement,annee,[age_moyen]0 à 4 ans,[age_moyen]5 à 9 ans,[age_moyen]10 à 14 ans,[age_moyen]15 à 19 ans,[age_moyen]20 à 24 ans,[age_moyen]25 à 29 ans,[age_moyen]30 à 34 ans,[age_moyen]35 à 39 ans,[age_moyen]40 à 44 ans,[age_moyen]45 à 49 ans,[age_moyen]50 à 54 ans,[age_moyen]55 à 59 ans,[age_moyen]60 à 64 ans,[age_moyen]65 à 69 ans,[age_moyen]70 à 74 ans,[age_moyen]75 à 79 ans,[age_moyen]80 ans et plus,[delinquance]nombre,[delinquance]taux_pour_mille,[taux_chomage]Taux_moyen,[equipement_sportif]nb_equipements,[etablissement_culturel]nombre_etablissements,"[niveau_etude]Aucun diplôme, CEP",[niveau_etude]Brevet des collèges,"[niveau_etude]CAP, BEP ou équivalent",[niveau_etude]Baccalauréat ou équivalent,[niveau_etude]Diplôme de niveau bac+2,[niveau_etude]Diplôme de niveau bac+3 ou bac+4,[niveau_etude]Diplôme de niveau bac+5 ou plus,[categorie_professionnelle] Agriculteurs,"[categorie_professionnelle] Artisans, commerçants et patron",[categorie_professionnelle] Autres,[categorie_professionnelle] Cadres et professions supérieures,[categorie_professionnelle] Employés,[categorie_professionnelle] Employés peu qualifiés,[categorie_professionnelle] Employés qualifiés,[categorie_professionnelle] Ouvriers peu qualifiés,[categorie_professionnelle] Ouvriers qualifiés,[categorie_professionnelle] Professions intermédiaires,[pouvoir_achat]Pouvoir d'achat du RDB,[pouvoir_achat]Revenu disponible brut (RDB),[compte_publique]depenses,[compte_publique]population,[compte_publique]euros_par_habitant,[Spécialistes]EFFECTIF,[Spécialistes]DENSITE /100 000 hab.,[Généralistes et MEP]EFFECTIF,[Généralistes et MEP]DENSITE /100 000 hab.,[Auxiliaires médicaux]EFFECTIF,[Auxiliaires médicaux]DENSITE /100 000 hab.,[Sages-femmes]EFFECTIF,[Sages-femmes]DENSITE /100 000 hab.,[Dentistes et ODF]EFFECTIF,[Dentistes et ODF]DENSITE /100 000 hab.,[Laboratoires]EFFECTIF,[Laboratoires]DENSITE /100 000 hab.
12,2018,12350,14726,15470,14755,11192,12112,13495,15470,15892,18535,19599,19825,20132,21006,16200,12241,26274,7021,1.4614150333333333,6.575,2623.0,310,,,,,,,,508.6,1656.9,130.7,5373.6,811.7,3475.8,4144.9,2253.0,4026.8999999999996,7197.400000000001,0.422688445,0.8956689550000001,3289332387.24,145679898.0,22.579178269605872,665,239.29471032745593,487,175.2428931270241,2078,747.7509895645916,32,11.514933429291112,306.0,110.11155091759626,22,7.916516732637639
13,2018,120090,122888,119614,124087,118187,118906,123795,129614,125496,136093,137778,127908,119647,116426,97314,71719,124795,141908,4.195191172222222,10.925,5501.0,2794,,,,,,,,508.6,1656.9,130.7,5373.6,811.7,3475.8,4144.9,2253.0,4026.8999999999996,7197.400000000001,0.422688445,0.8956689550000001,22641992583.37,1251631188.0,18.089987530232428,11922,585.7296564328562,4696,230.71518760348036,20388,1001.6655121081258,208,10.219071341891805,3010.0,147.88175355333814,504,24.76159594381476
14,2018,34674,41456,42749,45742,42011,37245,38616,41232,41546,45321,44893,44517,46324,45756,33562,23164,45248,25982,2.1551019388888886,8.375,3245.0,732,,,,,,,,508.6,1656.9,130.7,5373.6,811.7,3475.8,4144.9,2253.0,4026.8999999999996,7197.400000000001,0.422688445,0.8956689550000001,5889246865.29,416761782.0,14.130966704835714,2522,364.62158582920324,1323,191.27452737987147,3048,440.6687524216541,54,7.807123566525368,564.0,81.54106836148716,56,8.096276291211492
15,2018,5859,6936,7709,7097,5408,6038,6961,7677,8491,9702,10594,10836,11393,11429,8752,6328,13555,3376,1.3300710833333333,5.3,1624.0,112,,,,,,,,508.6,1656.9,130.7,5373.6,811.7,3475.8,4144.9,2253.0,4026.8999999999996,7197.400000000001,0.422688445,0.8956689550000001,1821558897.74,75048480.0,24.2717627024558,415,288.94288678312574,280,194.94941758861495,864,601.558202844869,11,7.65872711955273,142.0,98.86720463422616,12,8.35497503951207
16,2018,16099,19089,19883,18836,15520,17110,18023,19606,20566,23810,24784,25103,25978,25463,19448,13883,28577,13228,2.2382161666666667,8.6,1579.0,357,,,,,,,,508.6,1656.9,130.7,5373.6,811.7,3475.8,4144.9,2253.0,4026.8999999999996,7197.400000000001,0.422688445,0.8956689550000001,3949336222.56,223802579.0,17.646517927570443,1021,291.5143901324806,581,165.88624942896303,1378,393.44449520328914,25,7.13796253997259,314.0,89.65280950205573,30,8.56555504796711
17,2018,27870,33934,35734,35209,27246,27661,31560,35780,37298,43686,42950,43304,48716,52359,41450,28050,54125,28857,2.5944068555555555,9.025,3820.0,730,,,,,,,,508.6,1656.9,130.7,5373.6,811.7,3475.8,4144.9,2253.0,4026.8999999999996,7197.400000000001,0.422688445,0.8956689550000001,6402787639.2699995,449116778.0,14.256398230729204,2268,351.07489597780864,1459,225.84579948484247,3892,602.4618585298197,53,8.204131167029919,734.0,113.61947691698037,56,8.668515950069349
18,2018,14612,16799,17021,15841,13066,14498,15889,16376,17113,20710,21092,21630,21803,22619,17636,12326,24377,11545,2.2689398277777775,9.325,1890.0,201,,,,,,,,508.6,1656.9,130.7,5373.6,811.7,3475.8,4144.9,2253.0,4026.8999999999996,7197.400000000001,0.422688445,0.8956689550000001,3237838895.17,149988773.0,21.58720836505543,796,265.1795292063936,427,142.25082785317846,1156,385.10996955099375,15,4.997101681025006,264.0,87.9489895860401,24,7.995362689640009
19,2018,10076,12347,13082,13547,9740,10518,11545,12957,14140,16115,16579,16890,17969,18485,14193,10435,21965,7602,1.8199805166666667,7.175,2189.0,247,,,,,,,,508.6,1656.9,130.7,5373.6,811.7,3475.8,4144.9,2253.0,4026.8999999999996,7197.400000000001,0.422688445,0.8956689550000001,2356037548.9,134541426.0,17.51161422133284,745,309.1632672540077,477,197.94748789283446,1652,685.5539832263365,20,8.299685026953227,246.0,102.0861258315247,28,11.619559037734518
21,2018,27202,29790,30722,35771,35614,30997,31134,31528,31923,35607,34555,34656,33422,33011,25157,17780,34351,19884,2.1794766388888887,7.35,2824.0,548,,,,,,,,508.6,1656.9,130.7,5373.6,811.7,3475.8,4144.9,2253.0,4026.8999999999996,7197.400000000001,0.422688445,0.8956689550000001,4683041316.96,297897545.0,15.7203085274167,2113,396.5089200433101,1111,208.4815003161938,2580,484.14245798,39,7.318432504348838,488.0,91.57423236210853,72,13.510952315720932
22,2018,28346,34951,37275,34831,23342,25388,29152,32688,35335,40266,39948,41211,43049,45522,35096,24140,49044,18047,1.7554374944444444,7.925,3785.0,547,,,,,,,,508.6,1656.9,130.7,5373.6,811.7,3475.8,4144.9,2253.0,4026.8999999999996,7197.400000000001,0.422688445,0.8956689550000001,5451826167.809999,367184664.0,14.847641261537001,1549,259.67363935371606,976,163.6161859323608,3412,571.9860926241957,42,7.04086046020405,642.0,107.62458132026191,40,6.705581390670525
23,2018,4371,5468,5952,5610,4127,4669,5060,5720,6381,7767,8368,9137,9727,10105,7567,5248,12226,2955,1.4338217833333333,8.5,896.0,88,,,,,,,,508.6,1656.9,130.7,5373.6,811.7,3475.8,4144.9,2253.0,4026.8999999999996,7197.400000000001,0.422688445,0.8956689550000001,1615709253.58,67267260.0,24.019251766461128,212,180.67155275268453,198,168.74041247656382,806,686.892790182376,7,5.965570138060337,74.0,63.06459860235214,8,6.817794443497529
24,2018,16691,20348,22177,20933,15041,16997,18866,21268,23156,27375,29433,30648,32656,34073,27036,18594,38126,12144,1.7591026722222223,9.1,2316.0,400,,,,,,,,508.6,1656.9,130.7,5373.6,811.7,3475.8,4144.9,2253.0,4026.8999999999996,7197.400000000001,0.422688445,0.8956689550000001,4168373163.2,230465081.0,18.0867884414993,1108,270.54215867248774,711,173.6060242022913,2400,586.0118960414896,22,5.371775713713655,400.0,97.66864934024828,42,10.255208180726068
25,2018,31340,34656,34343,34662,32552,32209,33360,34923,32865,35750,35105,33166,31636,30948,24643,17442,31854,20033,2.190072666666667,7.725,2967.0,569,,,,,,,,508.6,1656.9,130.7,5373.6,811.7,3475.8,4144.9,2253.0,4026.8999999999996,7197.400000000001,0.422688445,0.8956689550000001,4450723235.04,291554647.0,15.265485495897448,1963,363.8790282965531,1119,207.4277293244233,2464,456.7488159565495,54,10.009917232813992,546.0,101.21138535400814,52,9.639179557524585
26,2018,28817,32783,33610,30095,22675,26502,29755,31660,31043,35330,35294,33592,32868,32252,26574,18771,33111,24126,2.8506949388888887,9.75,3139.0,667,,,,,,,,508.6,1656.9,130.7,5373.6,811.7,3475.8,4144.9,2253.0,4026.8999999999996,7197.400000000001,0.422688445,0.8956689550000001,5087760362.22,281441088.0,18.077532311913178,1521,293.9618951168697,942,182.05924076271612,3782,730.9427267140047,65,12.562474150293575,600.0,115.96129984886377,50,9.663441654071981
27,2018,35083,41427,41177,36668,26489,30436,35935,38381,38827,42712,40987,39792,38369,37166,26769,17579,32165,20823,2.0904389944444444,9.075,3352.0,388,,,,,,,,508.6,1656.9,130.7,5373.6,811.7,3475.8,4144.9,2253.0,4026.8999999999996,7197.400000000001,0.422688445,0.8956689550000001,4584631564.9,346859520.0,13.217545722544966,1002,165.23228988537628,821,135.3849401156626,1954,322.21945552497533,31,5.111977032381901,384.0,63.322554207569354,46,7.585514306115079
28,2018,25351,29031,29517,25281,18605,22157,24789,27101,27680,29960,29552,28241,27418,26903,19488,13687,27236,14628,2.037478927777778,8.5,2400.0,325,,,,,,,,508.6,1656.9,130.7,5373.6,811.7,3475.8,4144.9,2253.0,4026.8999999999996,7197.400000000001,0.422688445,0.8956689550000001,3894940760.25,244503189.0,15.930020283907218,981,227.37966377478054,579,134.20267617288272,1320,305.9542876480227,27,6.2581558837095566,314.0,72.78003509202966,40,9.271342049940083
29,2018,44213,51981,54704,55305,46621,44193,48451,53402,55665,62260,61845,62609,63458,62419,46477,33028,65104,32850,2.0854511444444443,7.825,5348.0,847,,,,,,,,508.6,1656.9,130.7,5373.6,811.7,3475.8,4144.9,2253.0,4026.8999999999996,7197.400000000001,0.422688445,0.8956689550000001,7329334045.6,574061014.0,12.767517505726317,3070,339.13733183980344,1842,203.48239910388207,6856,757.3698850468054,82,9.05839127389703,1046.0,115.54972283532065,82,9.05839127389703
2A,2018,7687,8824,8122,7261,6172,8411,9481,10633,10229,11731,11388,10399,10282,10477,8450,7249,11057,5714,2.0574360333333335,8.3,520.0,209,,,,,,,,508.6,1656.9,130.7,5373.6,811.7,3475.8,4144.9,2253.0,4026.8999999999996,7197.400000000001,0.422688445,0.8956689550000001,,,,649,408.69017632241815,321,202.1410579345088,1684,1060.4534005037783,12,7.556675062972292,252.0,158.69017632241815,16,10.075566750629724
2B,2018,8498,9892,9464,9272,9587,10129,10997,11514,11462,12778,12482,11909,11537,12088,9663,7723,11706,6264,1.9960027666666664,9.325,702.0,238,,,,,,,,508.6,1656.9,130.7,5373.6,811.7,3475.8,4144.9,2253.0,4026.8999999999996,7197.400000000001,0.422688445,0.8956689550000001,,,,682,378.0948896206855,340,188.49305347658805,2050,1136.502234197075,9,4.989522003792037,198.0,109.7694840834248,32,17.740522680149464
30,2018,39260,43992,45286,44316,34679,36204,40183,43986,44162,50868,52551,50777,50191,51206,40687,27784,49326,35492,2.8808275611111114,12.2,3579.0,798,,,,,,,,508.6,1656.9,130.7,5373.6,811.7,3475.8,4144.9,2253.0,4026.8999999999996,7197.400000000001,0.422688445,0.8956689550000001,8032237745.12,437418600.0,18.36281709355752,2774,371.9715295619479,1461,195.9085813590504,6334,849.3394622369783,91,12.202382548715665,942.0,126.31477319659513,94,12.604658896475524
31,2018,79851,83496,79925,91537,104303,97061,94561,96906,89551,92747,91080,81527,71139,66655,53787,36278,70268,81217,3.6395707833333333,8.55,6072.0,2080,,,,,,,,508.6,1656.9,130.7,5373.6,811.7,3475.8,4144.9,2253.0,4026.8999999999996,7197.400000000001,0.422688445,0.8956689550000001,14025628457.73,929758338.0,15.085240846455308,7267,522.6192667940073,3140,225.8187006650864,10600,762.317906703795,167,12.010102869767334,2338.0,168.14144017674272,218,15.677858835983706
32,2018,8181,10019,10831,9748,6728,7644,8857,10034,11000,13429,13866,14396,14383,14587,11522,8425,17633,5746,1.8017497277777776,6.725,1757.0,175,,,,,,,,508.6,1656.9,130.7,5373.6,811.7,3475.8,4144.9,2253.0,4026.8999999999996,7197.400000000001,0.422688445,0.8956689550000001,2372848132.81,125667042.0,18.882024236792333,436,230.29060984756453,408,215.50130462799615,1306,689.8154505984387,11,5.810084193401857,218.0,115.14530492378225,24,12.676547331058597
33,2018,85722,94660,94103,102067,102949,97366,99564,107306,106111,112501,104767,97457,92672,92929,71260,47458,92953,83531,3.145744177777778,8.75,5493.0,2259,,,,,,,,508.6,1656.9,130.7,5373.6,811.7,3475.8,4144.9,2253.0,4026.8999999999996,7197.400000000001,0.422688445,0.8956689550000001,14398955317.47,1002275110.0,14.366270471856772,8323,513.6883788419392,3728,230.0889434486062,13134,810.6191478685605,148,9.13443230429016,2228.0,137.5102376618816,210,12.961018810141441
34,2018,61695,67005,66626,72505,75623,68385,68593,71327,69682,76499,74398,70174,68811,73333,61270,40353,72941,70702,3.6019228,12.55,4938.0,1849,,,,,,,,508.6,1656.9,130.7,5373.6,811.7,3475.8,4144.9,2253.0,4026.8999999999996,7197.400000000001,0.422688445,0.8956689550000001,12278087446.94,751279770.0,16.342896397889163,6265,537.5781268770186,2747,235.71063280625222,11526,989.0064629504416,136,11.669692778176302,1752.0,150.33310108356528,172,14.758729101811205
35,2018,61454,69971,70154,73415,69850,64295,65465,70639,69889,73083,69115,63992,57692,56610,42448,30527,60629,38262,2.124146683333333,6.825,3538.0,1385,,,,,,,,508.6,1656.9,130.7,5373.6,811.7,3475.8,4144.9,2253.0,4026.8999999999996,7197.400000000001,0.422688445,0.8956689550000001,8249934922.92,708645844.0,11.641830672924966,3771,350.35723244729775,2054,190.83366625477316,5854,543.8852396569825,119,11.056088746016556,1240.0,115.20630289966832,108,10.03409734932595
36,2018,9458,11248,12193,11815,8721,9419,10257,11049,12579,14963,15705,15624,16543,17038,13607,9986,20390,7107,1.883249922222222,8.8,2342.0,172,,,,,,,,508.6,1656.9,130.7,5373.6,811.7,3475.8,4144.9,2253.0,4026.8999999999996,7197.400000000001,0.422688445,0.8956689550000001,2119302120.31,132794496.0,15.959261747640504,427,196.49168016492416,297,136.66985716389337,942,433.47813282285375,10,4.601678692386982,142.0,65.34383743189515,20,9.203357384773966
37,2018,32195,35904,36648,39893,34922,33064,34911,36056,36612,41276,40280,38452,37966,38067,29317,20445,41752,24715,2.3822779555555558,8.15,3156.0,737,,,,,,,,508.6,1656.9,130.7,5373.6,811.7,3475.8,4144.9,2253.0,4026.8999999999996,7197.400000000001,0.422688445,0.8956689550000001,4892334830.63,345765258.0,14.149295562337844,2540,417.49741529651357,1236,203.16015956948456,2990,491.4634928096754,62,10.1908817907023,564.0,92.70415048316286,70,11.505834279825178
38,2018,74646,83746,83048,84107,73788,70918,76017,82020,81619,88442,85423,78271,72193,67964,54464,38805,68092,61456,3.022250872222222,7.35,5383.0,1414,,,,,,,,508.6,1656.9,130.7,5373.6,811.7,3475.8,4144.9,2253.0,4026.8999999999996,7197.400000000001,0.422688445,0.8956689550000001,11655238317.98,759338118.0,15.34920747647756,4604,364.7865317389637,2529,200.3790483857166,8320,659.2145838549475,164,12.994133624063867,1328.0,105.22078934607815,132,10.458692916929454
39,2018,13070,15144,16315,14923,11023,12335,13702,15312,15652,18056,18468,17872,17496,17383,13930,9926,19139,8505,1.880805811111111,6.4,1625.0,239,,,,,,,,508.6,1656.9,130.7,5373.6,811.7,3475.8,4144.9,2253.0,4026.8999999999996,7197.400000000001,0.422688445,0.8956689550000001,2397946866.94,143892168.0,16.664888021841467,584,225.81044295966345,451,174.38443454590447,1116,431.51447661469933,21,8.119896065330364,208.0,80.42563721851027,20,7.73323434793368
40,2018,19016,22904,23835,21695,15215,17927,21170,24715,26122,29147,29411,28466,29171,30978,23649,16194,30740,15294,2.1706253555555555,8.5,2145.0,402,,,,,,,,508.6,1656.9,130.7,5373.6,811.7,3475.8,4144.9,2253.0,4026.8999999999996,7197.400000000001,0.422688445,0.8956689550000001,4089707862.87,263317744.0,15.53145565028842,1305,318.8175655041837,867,211.81212972576805,3060,747.5722225615342,40,9.77218591583705,478.0,116.77762169425273,54,13.192450986380017
41,2018,16440,19441,20466,18372,13222,15419,16924,18292,19689,22672,22793,22643,22821,23282,17986,12706,27080,12285,2.2150391944444445,7.725,2235.0,253,,,,,,,,508.6,1656.9,130.7,5373.6,811.7,3475.8,4144.9,2253.0,4026.8999999999996,7197.400000000001,0.422688445,0.8956689550000001,3102020503.72,181310976.0,17.108840138392946,909,274.8490446803557,546,165.0908453195536,1284,388.2356142679612,26,7.861468824740647,248.0,74.98631802060311,32,9.675653938142334
42,2018,43616,48046,47549,47444,41722,39683,42419,44931,45340,50029,49527,47554,46843,47558,38675,27502,55003,32529,2.5660417555555557,8.725,3276.0,766,,,,,,,,508.6,1656.9,130.7,5373.6,811.7,3475.8,4144.9,2253.0,4026.8999999999996,7197.400000000001,0.422688445,0.8956689550000001,6567205570.74,446186775.0,14.718512378005824,2500,327.98843381586994,1480,194.169152818995,4784,627.6386669500487,70,9.183676146844357,656.0,86.06416503328427,60,7.871722411580878
43,2018,11011,13032,14308,13005,9252,10217,11406,12828,14059,15956,16273,15818,16208,16019,12328,8776,17056,5969,1.5490835333333335,7.05,1698.0,204,,,,,,,,508.6,1656.9,130.7,5373.6,811.7,3475.8,4144.9,2253.0,4026.8999999999996,7197.400000000001,0.422688445,0.8956689550000001,2228600022.55,143313105.0,15.550566869303404,459,202.34972557145062,411,181.1889699561355,1430,630.4141777062623,23,10.139528732338484,222.0,97.86849472083232,14,6.171887054466904
44,2018,83300,93089,92667,91808,82700,84426,89389,95471,92916,97314,90232,84697,79623,79489,58203,39936,77242,76512,3.2517276722222217,7.2,6213.0,1969,,,,,,,,508.6,1656.9,130.7,5373.6,811.7,3475.8,4144.9,2253.0,4026.8999999999996,7197.400000000001,0.422688445,0.8956689550000001,10477921411.78,900576155.0,11.634686698738987,5264,369.2501080252976,2872,201.46016532079304,7048,494.39110208250327,144,10.101066784886559,1726.0,121.07250882440418,130,9.11901862524481
45,2018,40334,45195,44726,41974,35405,38226,40576,42310,42131,46037,44293,42640,40928,40422,30984,21175,41489,27710,2.4874101,8.725,3005.0,592,,,,,,,,508.6,1656.9,130.7,5373.6,811.7,3475.8,4144.9,2253.0,4026.8999999999996,7197.400000000001,0.422688445,0.8956689550000001,5587201816.32,423070092.0,13.20632661577978,1864,274.6337970479814,935,137.75890570808076,2498,368.0446486190222,42,6.188100577261382,532.0,78.38260731197752,68,10.018829506042238
46,2018,6824,8456,9156,8073,6183,7223,7854,8748,9594,11220,12406,13099,14138,14581,11484,8202,16688,5317,1.7925787944444442,8.6,1780.0,195,,,,,,,,508.6,1656.9,130.7,5373.6,811.7,3475.8,4144.9,2253.0,4026.8999999999996,7197.400000000001,0.422688445,0.8956689550000001,1983674842.43,106307216.0,18.659832484278397,390,227.04779647202653,333,193.86388775688422,1282,746.3468591721488,12,6.986086045293125,194.0,112.9417243989055,14,8.150433719508646
47,2018,15684,18475,19317,17942,14208,15066,16763,18449,18700,21498,23092,23012,23307,24195,19579,14352,28331,11840,2.199137772222222,8.9,2251.0,328,,,,,,,,508.6,1656.9,130.7,5373.6,811.7,3475.8,4144.9,2253.0,4026.8999999999996,7197.400000000001,0.422688445,0.8956689550000001,3393312339.89,188339391.0,18.01700813554186,947,286.8314963396424,505,152.9566057566203,1928,583.9610611856712,24,7.269224828037401,298.0,90.25954161479771,32,9.692299770716533
48,2018,3347,4099,4337,4057,3469,3426,3824,4321,4461,5417,5392,5573,5440,5698,4315,3064,6280,1879,1.3915617444444444,5.75,1163.0,83,,,,,,,,508.6,1656.9,130.7,5373.6,811.7,3475.8,4144.9,2253.0,4026.8999999999996,7197.400000000001,0.422688445,0.8956689550000001,1146117093.04,43936448.0,26.085793121920098,149,196.82959048877146,128,169.0885072655218,446,589.1677675033025,9,11.889035667107,66.0,87.18626155878468,8,10.568031704095112
49,2018,44131,53588,55203,56781,48123,43323,46483,50238,50468,53212,51940,51001,48508,47578,35416,25438,54452,26886,1.965463377777778,8.125,4600.0,827,,,,,,,,508.6,1656.9,130.7,5373.6,811.7,3475.8,4144.9,2253.0,4026.8999999999996,7197.400000000001,0.422688445,0.8956689550000001,5950328263.56,481520240.0,12.357379335830204,2780,340.96832551436546,1576,193.29715144267624,3450,423.1441449728636,88,10.793241958728116,746.0,91.49725569558152,82,10.057339097905743
50,2018,23682,28141,30008,27476,21195,24118,25954,27665,28315,32549,34674,35606,35088,35171,26576,19131,40634,12976,1.496371488888889,6.75,2241.0,319,,,,,,,,508.6,1656.9,130.7,5373.6,811.7,3475.8,4144.9,2253.0,4026.8999999999996,7197.400000000001,0.422688445,0.8956689550000001,4597876989.52,351900000.0,13.065862431145211,1139,231.20941401912603,776,157.52283167589272,2346,476.22237514387155,33,6.698780213021211,338.0,68.61174884852028,30,6.0898001936556465
51,2018,31952,34940,34470,37515,35995,34249,34660,34724,34499,38149,36843,36180,34334,34578,25234,16879,32261,25617,2.6736104055555554,8.375,3098.0,463,,,,,,,,508.6,1656.9,130.7,5373.6,811.7,3475.8,4144.9,2253.0,4026.8999999999996,7197.400000000001,0.422688445,0.8956689550000001,4304189066.34,340832004.0,12.628476832650962,2049,361.23231521882855,1101,194.10286923178631,2420,426.6384591652343,46,8.109656661818503,650.0,114.59297456917449,48,8.462250429723655
52,2018,8415,9386,10046,9148,7831,9315,9076,9550,9807,11413,12299,12820,12668,12563,9403,6896,13433,6756,2.230976327777778,8.1,1228.0,116,,,,,,,,508.6,1656.9,130.7,5373.6,811.7,3475.8,4144.9,2253.0,4026.8999999999996,7197.400000000001,0.422688445,0.8956689550000001,1832370537.83,88793760.0,20.63625346905008,402,232.31488491166832,297,171.63562392727735,694,401.06102022064135,12,6.934772683930398,126.0,72.81511318126917,14,8.09056813125213
53,2018,16693,20083,21109,19195,14151,14718,16264,18206,18683,20782,20489,20182,19405,19106,14117,10412,23489,8955,1.71017945,5.825,2512.0,196,,,,,,,,508.6,1656.9,130.7,5373.6,811.7,3475.8,4144.9,2253.0,4026.8999999999996,7197.400000000001,0.422688445,0.8956689550000001,3005326524.3,175897687.0,17.08565118482769,604,198.01915277964468,413,135.4005134072736,1028,337.02597526071975,17,5.573386750420463,212.0,69.50341124053753,16,5.245540470983965
54,2018,38763,43421,42803,49648,50649,44597,45126,46188,44149,48143,47219,47341,45276,42653,31167,22695,43631,30134,2.4109883111111112,8.675,3403.0,621,,,,,,,,508.6,1656.9,130.7,5373.6,811.7,3475.8,4144.9,2253.0,4026.8999999999996,7197.400000000001,0.422688445,0.8956689550000001,6988567562.17,385491920.0,18.128959907045523,2940,401.77491585275357,1528,208.81362973571683,3592,490.87601964050714,75,10.24936009828453,910.0,124.3589025258523,102,13.93912973366696
55,2018,9288,10833,11390,10858,8097,9548,10520,10589,11125,12265,12889,13281,13313,12955,9133,6292,12979,6394,2.0353507444444445,8.6,991.0,97,,,,,,,,508.6,1656.9,130.7,5373.6,811.7,3475.8,4144.9,2253.0,4026.8999999999996,7197.400000000001,0.422688445,0.8956689550000001,2002709966.22,117221876.0,17.084780030478267,396,214.664397150818,307,166.41911597298264,810,439.08626689940047,13,7.047063542829884,142.0,76.97561716014181,10,5.420818109869142
56,2018,36675,44177,46256,43041,32164,32930,38939,43643,45754,51623,51513,52900,53729,55068,42126,28688,55641,24523,1.9096133611111112,7.875,4922.0,773,,,,,,,,508.6,1656.9,130.7,5373.6,811.7,3475.8,4144.9,2253.0,4026.8999999999996,7197.400000000001,0.422688445,0.8956689550000001,5831462637.75,450587070.0,12.941921830446667,2337,311.057101671882,1484,197.52192506678344,5474,728.5950254821918,64,8.518465771074219,882.0,117.39510640761657,48,6.388849328305664
57,2018,55452,60524,60466,59300,54082,61341,66133,67859,64083,72079,75625,74846,70417,63224,42585,36092,59416,37206,2.1715265111111113,8.85,6983.0,618,,,,,,,,508.6,1656.9,130.7,5373.6,811.7,3475.8,4144.9,2253.0,4026.8999999999996,7197.400000000001,0.422688445,0.8956689550000001,7540681525.2300005,695179229.0,10.847104186465847,3219,310.6684051486605,1729,166.8672483696906,5862,565.7465644552493,100,9.651084347581874,1194.0,115.23394711012756,144,13.897561460517895
58,2018,8633,10065,11016,10684,8147,8554,9438,10359,11239,12832,14013,14925,16446,17245,13060,9735,19437,7296,2.0638613944444444,7.725,1029.0,151,,,,,,,,508.6,1656.9,130.7,5373.6,811.7,3475.8,4144.9,2253.0,4026.8999999999996,7197.400000000001,0.422688445,0.8956689550000001,2607341036.86,162731117.0,16.022387635058145,565,280.3719766968708,311,154.32864558004744,892,442.6403596701039,8,3.96986869659286,196.0,97.26178306652507,14,6.947270219037505
59,2018,163841,175477,172297,181056,173254,163475,166986,169562,163969,168153,164623,158511,149311,140026,101562,66028,128103,147721,3.4293447388888887,11.9,8064.0,2198,,,,,,,,508.6,1656.9,130.7,5373.6,811.7,3475.8,4144.9,2253.0,4026.8999999999996,7197.400000000001,0.422688445,0.8956689550000001,25696516009.49,1508057251.0,17.039483078278703,9165,353.5627279688756,5293,204.19067311939537,16960,654.2742898365663,205,7.908386168425478,2638.0,101.76742786490931,252,9.72152836313766
60,2018,51950,57335,57284,51774,42988,47694,52266,54297,55105,58735,57140,53275,48869,46118,32601,21394,38328,37157,2.7104027833333335,8.975,4289.0,520,,,,,,,,508.6,1656.9,130.7,5373.6,811.7,3475.8,4144.9,2253.0,4026.8999999999996,7197.400000000001,0.422688445,0.8956689550000001,6878368009.16,469418616.0,14.652951064812479,1954,236.78907231761244,1145,138.75306438263368,2674,324.03990756258736,45,5.453177202810931,608.0,73.67848309575658,78,9.452173818205614
61,2018,13313,16072,16959,16164,12506,12396,13500,15104,15691,18442,19358,19821,20499,20925,15569,11144,24130,8658,1.8000578333333332,8.275,1526.0,203,,,,,,,,508.6,1656.9,130.7,5373.6,811.7,3475.8,4144.9,2253.0,4026.8999999999996,7197.400000000001,0.422688445,0.8956689550000001,2837221680.46,147672064.0,19.2129885884171,559,199.8176976282819,388,138.6927847580919,1128,403.20995156476204,9,3.2171006773784203,182.0,65.05692480920806,22,7.8640238780361384
62,2018,86836,98169,98667,95705,77886,81230,89942,92669,91783,98038,96693,95894,92408,89294,62014,40144,79371,62322,2.533155372222222,11.075,5500.0,701,,,,,,,,508.6,1656.9,130.7,5373.6,811.7,3475.8,4144.9,2253.0,4026.8999999999996,7197.400000000001,0.422688445,0.8956689550000001,15027607162.33,823253200.0,18.2539310655944,4062,277.611475154388,2573,175.84793834865596,9300,635.5949578867082,87,5.945888315714368,1274.0,87.06967487609315,130,8.884660701642158
63,2018,33521,36904,37794,40649,39741,37052,37962,40269,40592,44572,43701,42970,42572,42618,32838,22576,42717,26693,2.4639788166666667,7.775,4210.0,722,,,,,,,,508.6,1656.9,130.7,5373.6,811.7,3475.8,4144.9,2253.0,4026.8999999999996,7197.400000000001,0.422688445,0.8956689550000001,5673542289.13,407933004.0,13.908024684195448,2421,368.6934909836852,1278,194.62630379064422,3644,554.9438583827133,67,10.203413422514213,866.0,131.88292572981055,20,3.0457950514967798
64,2018,31995,36783,38393,38143,31096,33913,37406,41463,41611,47574,48180,46824,45033,45018,35734,27053,53591,24862,2.149649461111111,7.5,5803.0,887,,,,,,,,508.6,1656.9,130.7,5373.6,811.7,3475.8,4144.9,2253.0,4026.8999999999996,7197.400000000001,0.422688445,0.8956689550000001,5946912933.99,421380680.0,14.112922628512537,3530,519.6112777727076,1567,230.66030375915943,6362,936.4778892889422,66,9.715111709064788,1108.0,163.0961177824816,106,15.603058199407084
